from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5791357;5954808;490;34297;143;90;32919;130;112;43266;146;116;43266;66;38216;58;38217;35
5791358;5954808;491;34348;143;90;32919;178;156;43505;181;155;43505;66;37763;58;35987;35
5791359;5954808;488;34151;143;90;32919;171;153;43307;173;157;43307;67;38086;59;36310;37
5791360;5954808;489;34205;154;97;33483;174;154;43362;176;153;43362;67;38454;59;36679;37
5791361;5954808;494;34558;146;93;33823;182;159;43715;184;158;43715;67;38808;59;37033;37
5791362;5954808;498;34870;146;93;33823;187;164;44026;191;163;44026;67;39116;59;37341;37
5791363;5954808;479;33540;146;93;33823;184;147;57241;194;148;52765;69;40830;61;41042;41
5793258;5954808;503;35243;145;92;33586;140;118;43807;152;122;43807;66;37969;59;37971;36
5793259;5954808;499;34943;145;92;33530;134;113;43506;146;117;43506;65;37810;58;37811;35
5793260;5954808;500;34977;144;91;33116;134;114;43541;146;118;43541;65;37773;58;37774;35
5793261;5954808;486;34021;141;89;32276;128;108;42986;140;112;42986;65;37554;58;37555;35
5793262;5954808;485;33917;141;89;32318;128;108;42984;140;112;42984;66;37979;58;37980;35
5793263;5954808;485;33964;141;89;32318;135;112;42566;146;116;42566;66;39085;59;39086;35
5793264;5954808;484;33895;140;89;32030;171;150;43052;170;154;43052;66;37707;58;35931;36
5793265;5954808;485;33936;140;89;31968;171;150;43092;172;154;43092;66;38039;58;36264;36
5793266;5954808;485;33945;145;92;32013;171;151;43102;172;155;43102;67;38236;58;36461;37
5793267;5954808;496;34719;145;92;32013;185;162;43876;189;161;43876;67;39031;58;37256;37
5793268;5954808;502;35117;146;93;33823;195;173;45981;194;166;44274;67;39258;59;37482;37
5793269;5954808;483;33840;147;93;33784;200;157;57922;193;158;53447;69;38070;62;36295;42
5793270;5954808;481;33660;147;93;33784;193;154;57741;193;155;53266;69;40938;62;41241;42
5795164;5954808;505;35318;145;92;33530;141;119;43882;152;123;43882;66;38093;59;38094;36
5795165;5954808;506;35400;145;92;33530;142;120;43963;152;124;43963;66;39870;59;39871;36
5795166;5954808;505;35330;140;89;32006;141;119;43893;152;123;43893;68;39719;59;39720;37
5795167;5954808;481;33696;141;89;32243;128;108;42284;146;112;42284;66;38105;58;38106;35
5795168;5954808;481;33696;140;89;32030;128;108;42285;146;112;42285;67;38666;59;38668;36
5795169;5954808;483;33777;140;89;32030;128;110;42379;146;114;42379;67;38889;59;38890;36
5795170;5954808;480;33626;140;89;31968;172;146;42782;167;150;42782;67;37445;59;35670;36
5795171;5954808;479;33544;140;88;31871;172;145;42701;167;149;42701;66;37746;58;35971;36
5795172;5954808;484;33879;145;92;32013;171;150;43036;170;154;43036;67;38189;58;36414;37
5795173;5954808;487;34107;145;92;32013;171;153;43264;172;157;43264;67;38280;58;36504;37
5795174;5954808;485;33917;145;92;32013;171;150;43074;170;154;43074;67;37914;59;36138;37
5795175;5954808;484;33854;145;92;32013;171;149;43011;170;153;43011;67;38050;59;36275;37
5795176;5954808;481;33696;143;91;31824;193;155;57778;193;156;53302;67;37574;59;35799;38
5797069;5954808;490;34277;144;91;34377;156;123;41899;161;149;42750;-1;-1;-1;-1;-1
5797070;5954808;507;35516;144;91;34377;142;122;44080;152;126;44080;67;38372;59;38373;36
5797071;5954808;509;35633;140;89;32006;142;123;44197;152;127;44197;68;39772;60;39773;37
5797072;5954808;483;33787;140;89;32006;128;110;42376;146;114;42376;67;39488;59;39490;37
5797073;5954808;479;33502;140;89;32006;128;106;42091;140;110;42091;67;39573;58;39574;36
5797074;5954808;477;33384;139;88;31761;122;104;41986;140;108;41986;66;38438;58;38439;36
5797075;5954808;480;33593;140;89;31968;128;107;42195;140;111;42195;67;38770;59;38771;36
5797076;5954808;476;33309;140;88;31871;166;141;42465;164;145;42465;67;37392;59;35617;37
5797077;5954808;478;33435;140;88;31871;167;143;42592;165;147;42592;66;37825;58;36049;36
5797078;5954808;482;33769;145;92;32013;171;148;42926;167;152;42926;67;38362;58;36587;37
5797079;5954808;481;33676;145;92;32013;171;147;42833;167;151;42833;67;38199;58;36423;37
5797080;5954808;482;33721;145;92;32013;171;147;42878;167;151;42878;67;37409;59;35634;37
5797081;5954808;482;33707;145;92;32013;171;147;42864;167;151;42864;67;38029;59;36254;37
5797082;5954808;451;31554;143;91;31824;174;153;57641;178;154;53166;67;37561;59;35786;38
5798974;5954808;470;32904;140;88;32946;140;103;42167;144;130;41377;59;34515;53;34517;31
5798975;5954808;513;35877;147;93;34223;146;127;44440;164;131;44440;67;38719;60;38720;37
5798976;5954808;512;35871;147;93;34223;146;127;44435;164;131;44435;67;38607;59;38608;36
5798977;5954808;513;35878;140;89;32006;146;127;44442;164;131;44442;67;39812;59;39813;37
5798978;5954808;476;33317;138;87;31430;128;107;41914;140;111;41914;67;39283;59;39284;37
5798979;5954808;473;33140;138;87;31319;125;104;41737;140;108;41737;68;39641;59;39642;37
5798980;5954808;473;33140;138;87;31438;125;104;41738;140;108;41738;66;38801;58;38802;36
5798981;5954808;477;33412;139;88;31738;128;108;42009;146;112;42009;67;39189;59;39190;37
5798982;5954808;473;33141;140;88;31871;161;139;42297;160;143;42297;67;37253;59;35478;37
5798983;5954808;472;33015;140;88;31871;161;137;42172;158;141;42172;66;37193;57;35418;36
5798984;5954808;472;33008;143;90;31281;159;137;42165;158;141;42165;66;37185;57;35409;36
5798985;5954808;477;33373;143;90;31281;167;142;42530;164;146;42530;66;37077;58;35301;36
5798986;5954808;475;33235;145;92;32013;161;140;42392;162;144;42392;66;37343;58;35567;36
5798987;5954808;478;33491;145;92;32013;167;144;42648;167;148;42648;67;37802;59;36027;37
5798988;5954808;445;31138;141;89;31290;166;154;57707;174;155;53232;66;37037;58;35261;37
5800879;5954808;463;32408;138;88;32609;122;93;33506;135;123;40881;60;34236;53;34237;32
5800880;5954808;467;32686;140;88;32942;128;97;33785;139;127;41160;59;34512;53;34513;31
5800881;5954808;515;36081;140;88;32942;148;130;44645;164;134;44645;67;34140;60;34141;37
5800882;5954808;475;33229;147;93;34223;142;126;42684;156;130;42684;67;41314;58;41315;37
5800883;5954808;475;33264;139;88;31752;147;126;42719;162;130;42719;66;41091;58;41092;36
5800884;5954808;474;33186;138;87;31429;128;105;41807;140;109;41807;67;39100;58;39101;36
5800885;5954808;470;32922;138;87;31417;120;102;41580;140;106;41580;66;38802;58;38804;36
5800886;5954808;468;32774;138;87;31415;122;104;41723;140;108;41723;66;39093;57;39094;36
5800887;5954808;470;32894;139;88;31738;128;108;41997;140;112;41997;66;39178;57;39179;36
5800888;5954808;462;32352;139;88;30528;149;128;41508;152;132;41508;64;36369;56;34594;35
5800889;5954808;468;32756;139;88;30528;156;134;41912;155;138;41912;65;36958;57;35183;36
5800890;5954808;469;32832;139;88;30651;156;135;41988;157;139;41988;66;36871;57;35095;36
5800891;5954808;472;33043;142;90;31224;161;138;42199;160;142;42199;65;36748;57;34972;36
5800892;5954808;471;32979;143;90;31281;159;137;42136;157;141;42136;66;37222;58;35446;36
5800893;5954808;473;33141;143;90;31281;161;139;42297;160;143;42297;66;37763;58;35987;36
5800894;5954808;444;31048;141;89;31290;167;156;41796;168;157;40963;66;37043;58;35268;37
5800895;5954808;440;30808;140;89;31121;162;152;37453;164;149;37725;66;36943;58;35168;37
5802783;5954808;462;32309;138;87;32358;118;92;33408;133;121;40782;60;34233;53;34235;32
5802784;5954808;460;32190;138;87;32358;114;90;33289;133;120;40663;60;34204;53;34205;32
5802785;5954808;464;32469;139;88;32930;124;94;33567;135;124;40942;60;33710;53;33711;32
5802786;5954808;477;33366;140;88;32942;149;128;42821;162;132;42821;66;33892;58;33893;37
5802787;5954808;473;33129;140;88;32942;142;124;42584;156;128;42584;66;41125;58;41126;36
5802788;5954808;470;32931;139;88;31762;142;122;42386;152;126;42386;66;40878;58;40879;36
5802789;5954808;470;32931;139;88;31762;142;122;42386;152;126;42386;67;39341;59;39342;37
5802790;5954808;471;33000;140;88;31812;128;106;41829;140;110;41829;67;38863;59;38864;37
5802791;5954808;464;32501;136;86;30840;125;104;41187;140;108;41187;65;39136;57;39137;35
5802792;5954808;468;32738;136;86;30840;128;108;41423;140;112;41423;66;39439;58;39440;36
5802793;5954808;459;32124;139;88;30528;142;125;41280;147;129;41280;64;36310;56;34535;35
5802794;5954808;464;32459;139;88;30528;149;129;41616;153;133;41616;65;36595;57;34820;35
5802795;5954808;464;32460;139;88;30651;149;129;41616;153;133;41616;65;36596;57;34821;36
5802796;5954808;465;32573;142;90;31211;149;131;41730;153;135;41730;65;36792;57;35017;35
5802797;5954808;470;32935;143;90;31266;156;136;42091;157;140;42091;66;37113;57;35338;36
5802798;5954808;473;33109;141;89;30938;161;139;42266;160;143;42266;66;36856;58;35080;36
5802799;5954808;442;30965;138;88;30702;160;148;37136;159;145;37408;65;36356;57;34581;36
5802800;5954808;439;30715;139;88;30801;159;147;37057;157;144;37329;65;36524;57;34749;36
5802801;5954808;436;30550;140;88;30971;162;152;37425;164;149;37697;66;36883;58;35108;36
5804689;5954808;459;32143;139;88;32265;110;90;33242;127;110;40020;61;33925;54;33926;32
5804690;5954808;457;31972;137;87;32039;110;87;33071;130;116;40446;60;33916;54;33917;32
5804691;5954808;460;32173;142;90;32171;122;95;33596;133;122;39344;59;33900;52;33901;31
5804692;5954808;462;32366;144;91;32082;128;97;33788;135;124;39536;61;34339;54;34340;32
5804693;5954808;473;33129;144;91;32082;142;124;42584;156;128;42584;66;41189;58;41190;36
5804694;5954808;467;32690;140;89;31940;142;118;42145;152;122;42145;66;40795;58;40796;36
5804695;5954808;466;32616;140;89;31940;142;117;42071;150;121;42071;67;39428;59;39429;37
5804696;5954808;462;32340;135;86;30562;120;103;41052;140;107;41052;65;39876;57;39878;35
5804697;5954808;461;32272;135;86;30600;120;101;40957;140;105;40957;65;39472;57;39473;35
5804698;5954808;469;32800;137;87;31198;128;109;41485;146;113;41485;66;39540;58;39541;36
5804699;5954808;456;31902;138;87;30285;142;121;41058;145;125;41058;64;36026;56;34251;35
5804700;5954808;455;31860;137;87;30153;142;121;41017;145;125;41017;64;35966;56;34191;35
5804701;5954808;459;32110;139;88;30637;142;124;41267;147;128;41267;65;36356;57;34580;35
5804702;5954808;460;32174;138;87;30287;142;125;41330;147;129;41330;65;36174;57;34399;35
5804703;5954808;462;32323;141;89;30938;149;127;41480;152;131;41480;65;36349;57;34573;36
5804704;5954808;464;32471;141;89;30938;149;129;41628;153;133;41628;65;36748;57;34972;36
5804705;5954808;445;31138;141;89;30938;156;144;36892;155;141;37164;65;36170;57;34395;36
5804706;5954808;444;31048;138;88;30696;156;144;36852;155;141;37125;65;36460;57;34684;36
5804707;5954808;447;31272;140;88;30971;160;148;37126;159;145;37399;66;36973;58;35197;36
5806593;5954808;459;32158;139;88;32358;106;90;33257;124;104;39582;61;34022;54;34023;32
5806594;5954808;454;31789;137;87;31951;108;85;32887;127;109;39940;60;33674;54;33676;32
5806595;5954808;454;31755;136;86;31848;110;84;32854;130;113;40228;60;33556;53;33558;31
5806596;5954808;456;31940;142;90;32171;114;91;33362;130;118;39110;58;33283;52;33284;31
5806597;5954808;462;32315;144;91;32082;124;97;33737;135;124;39485;62;34192;56;34194;33
5806598;5954808;466;32625;142;90;31580;136;103;42212;140;128;39796;61;34425;55;34426;33
5806599;5954808;465;32527;136;86;30633;142;116;41982;150;120;41982;65;40546;57;40547;36
5806600;5954808;461;32299;136;86;30633;135;113;41754;146;117;41754;65;40403;57;40404;35
5806601;5954808;459;32100;135;86;30562;122;104;41164;140;108;41164;65;39798;57;39799;35
5806602;5954808;463;32382;136;86;30796;120;103;41094;140;107;41094;65;39611;57;39612;35
5806603;5954808;465;32531;136;86;30840;128;105;41242;140;109;41242;65;35972;57;34197;35
5806604;5954808;456;31897;137;86;30005;142;121;41054;145;125;41054;64;35909;56;34134;35
5806605;5954808;451;31584;137;86;30005;142;117;40741;143;121;40741;64;35772;56;33997;35
5806606;5954808;454;31772;138;87;30278;142;119;40928;145;123;40928;64;35833;56;34057;35
5806607;5954808;456;31954;138;87;30284;142;122;41111;146;126;41111;64;36195;56;34420;35
5806608;5954808;461;32275;139;88;30503;147;127;41431;152;131;41431;64;36539;56;34764;35
5806609;5954808;466;32595;141;89;30938;152;131;41752;153;135;41752;65;36720;57;34945;36
5806610;5954808;442;30912;136;86;30047;151;139;36536;152;136;36809;64;35907;56;34132;35
5806611;5954808;444;31072;136;86;30047;156;142;36696;154;138;36969;64;36312;56;34537;35
5806612;5954808;436;30539;137;87;30261;160;145;36943;155;142;37215;65;36462;57;34687;36
5806613;5954808;425;29759;143;90;31995;184;167;59742;171;151;40072;68;37761;60;35986;38
5808496;5954808;460;32215;139;88;32353;105;95;33602;114;98;39810;62;33952;55;33953;33
5808497;5954808;464;32485;140;89;32664;111;94;33584;126;109;39934;62;34400;55;34401;33
5808498;5954808;463;32381;141;89;32534;112;93;33480;127;111;40055;62;34190;55;34191;33
5808499;5954808;451;31540;136;86;31812;110;86;32963;130;112;38711;60;33415;53;33416;31
5808500;5954808;455;31831;150;95;32003;114;90;33253;130;117;39002;61;32988;55;32989;33
5808501;5954808;467;32666;153;97;32158;140;104;42253;140;129;39836;62;34502;55;34503;33
5808502;5954808;467;32678;142;90;31580;140;104;42265;140;129;39848;62;34700;55;34701;33
5808503;5954808;466;32625;140;89;31484;142;117;42080;150;121;42080;62;40674;55;40675;33
5808504;5954808;462;32313;136;86;30633;135;113;41768;146;117;41768;65;40294;57;40295;35
5808505;5954808;456;31933;135;85;30283;128;107;41388;140;111;41388;64;39973;56;39974;35
5808506;5954808;455;31847;134;85;30213;128;107;41376;140;111;41376;64;35942;56;34166;35
5808507;5954808;452;31629;137;86;30059;142;115;40594;141;119;40594;65;35746;57;33970;35
5808508;5954808;449;31444;135;85;29771;130;112;40409;142;116;40409;64;35447;56;33672;35
5808509;5954808;448;31388;135;85;29665;135;114;40544;142;118;40544;64;35522;56;33747;35
5808510;5954808;453;31689;135;85;29775;142;118;40846;143;122;40846;64;36011;56;34236;35
5808511;5954808;451;31568;139;88;30503;142;117;40725;143;121;40725;64;36413;56;34637;35
5808512;5954808;447;31324;139;88;30503;151;139;36510;152;136;36782;64;36598;56;34823;35
5808513;5954808;445;31124;134;85;29772;149;136;36309;152;133;36582;64;35397;56;33621;35
5808514;5954808;439;30748;136;86;30047;149;135;36224;151;132;36496;64;35657;56;33882;35
5808515;5954808;436;30487;137;87;30261;151;139;36515;152;136;36788;64;35921;57;34146;36
5808516;5954808;433;30311;143;90;30807;156;142;36752;154;139;37025;65;36380;57;34605;36
5808517;5954808;429;30033;143;90;30807;158;140;36004;154;138;36277;65;36566;57;34790;36
5808518;5954808;423;29582;143;90;30807;160;145;36389;159;143;36662;68;38040;60;36265;38
5810399;5954808;456;31951;138;87;32051;107;92;33023;106;94;39546;60;33556;54;33557;32
5810400;5954808;459;32129;138;88;32181;109;95;33200;112;97;39724;62;33982;55;33984;33
5810401;5954808;467;32674;141;89;32742;112;97;33772;130;112;40122;62;34536;56;34537;33
5810402;5954808;446;31219;141;89;32742;107;88;33105;126;108;38390;62;33061;56;33062;33
5810403;5954808;447;31290;138;88;31770;107;88;33118;126;109;38461;59;33389;52;33390;31
5810404;5954808;456;31936;153;97;32158;114;91;33359;130;118;39107;60;32995;53;32996;32
5810405;5954808;467;32722;153;97;32158;140;105;42310;144;129;39893;62;34654;55;34656;33
5810406;5954808;469;32828;140;89;31484;140;106;42415;144;131;39998;62;34749;56;34750;33
5810407;5954808;471;32992;139;88;31301;140;109;42580;149;133;40163;65;36417;56;34642;35
5810408;5954808;461;32248;136;86;30227;130;112;41703;146;116;41703;64;36083;56;34308;35
5810409;5954808;452;31636;134;85;30088;122;104;40348;140;108;40348;64;35707;56;33932;35
5810410;5954808;449;31447;133;84;29801;120;101;40158;140;105;40158;64;35529;56;33754;34
5810411;5954808;453;31701;133;84;29821;142;116;40665;143;120;40665;64;35694;56;33918;34
5810412;5954808;445;31151;135;85;29698;128;108;40116;137;111;36258;63;35389;56;33614;35
5810413;5954808;443;30994;132;84;29269;128;108;40151;138;115;44185;63;35177;55;33401;34
5810414;5954808;445;31166;134;85;29587;128;111;40322;139;118;44356;63;35439;56;33664;35
5810415;5954808;451;31573;134;85;29587;142;117;40730;143;121;40730;64;35755;56;33980;35
5810416;5954808;447;31256;139;88;30503;144;131;35954;146;128;36226;63;35184;55;33409;35
5810417;5954808;444;31072;134;85;29772;144;131;35922;144;127;36194;63;35264;55;33488;35
5810418;5954808;443;30994;134;85;29772;149;134;36180;151;131;36452;64;35694;56;33918;35
5810419;5954808;437;30589;136;86;30222;156;142;36714;154;139;36986;65;36045;57;34270;35
5810420;5954808;432;30238;143;90;30807;158;141;36106;155;139;36379;65;36448;57;34673;36
5810421;5954808;426;29841;143;90;30807;158;140;35992;154;137;36264;65;36555;57;34780;36
5810422;5954808;424;29703;143;90;30807;158;143;36234;155;141;36506;62;37875;55;36100;36
5810423;5954808;418;29283;133;84;29668;173;160;59267;166;144;39596;62;33946;55;34157;36
5810457;5954808;338;23654;105;67;24330;111;98;30091;107;93;30091;48;30765;42;30977;27
5810458;5954808;334;23369;103;65;23528;110;96;29954;107;91;29954;48;31319;42;31532;27
5810462;5954808;329;23045;100;63;23532;101;94;39128;100;92;39128;48;27825;42;27351;27
5810463;5954808;329;23039;100;63;23456;94;91;38905;95;89;38905;48;27896;42;27423;27
5810464;5954808;330;23085;100;63;23492;95;90;29664;95;90;29664;47;30437;41;30469;27
5812300;5954808;450;31517;136;86;31652;103;86;32588;99;88;39112;60;33163;54;33165;32
5812301;5954808;454;31748;137;87;31856;105;89;32820;106;91;39343;60;33641;54;33642;32
5812302;5954808;458;32055;138;87;31997;109;94;33126;109;96;39650;60;34067;54;34069;32
5812303;5954808;446;31231;141;89;32742;111;96;33677;126;108;38402;59;34601;52;34602;31
5812304;5954808;443;30978;138;88;31770;109;92;33430;124;104;38148;59;32832;52;32833;31
5812305;5954808;443;31028;138;88;31770;109;93;33488;124;105;38199;58;32400;52;32401;30
5812306;5954808;445;31141;138;87;31549;109;97;32255;126;107;38312;60;33258;54;33259;32
5812307;5954808;447;31280;137;87;31446;115;102;34691;126;109;38450;60;33136;54;33137;32
5812308;5954808;451;31601;137;87;30947;131;120;34263;135;126;39663;63;34352;56;34353;34
5812309;5954808;452;31613;139;88;31301;134;119;41784;139;126;39676;65;36351;56;34575;35
5812310;5954808;454;31810;136;86;30312;139;121;41981;140;129;39872;64;36157;56;34382;35
5812311;5954808;451;31582;136;86;30288;122;103;40294;140;107;40294;64;35711;56;33936;34
5812312;5954808;447;31283;132;84;29689;120;100;40050;138;104;40050;63;35459;55;33684;34
5812313;5954808;444;31112;132;83;29477;120;103;40264;137;106;36407;63;35170;55;33394;34
5812314;5954808;443;31039;132;83;29450;122;104;39822;134;107;37970;63;35186;55;33411;34
5812315;5954808;439;30735;132;83;29113;125;106;40006;134;113;44040;62;34883;54;33108;34
5812316;5954808;442;30937;133;84;29330;128;109;39698;137;117;44332;63;35254;55;33478;34
5812317;5954808;445;31183;133;84;29330;135;113;39944;139;121;44578;63;35661;55;33886;34
5812318;5954808;445;31119;133;84;29330;144;129;35818;141;126;36090;63;35043;55;33267;34
5812319;5954808;442;30973;134;85;29772;140;127;35671;141;124;35944;63;35273;55;33498;34
5812320;5954808;448;31328;136;86;30222;151;139;36513;152;136;36786;64;35762;56;33987;35
5812321;5954808;448;31350;136;86;30222;151;139;36536;152;136;36808;65;36130;57;34355;36
5812322;5954808;434;30392;136;86;30222;154;132;35461;151;130;35733;65;36558;57;34782;36
5812323;5954808;433;30327;143;90;30807;156;136;35718;152;133;35990;65;35904;57;34128;36
5812324;5954808;431;30136;136;86;29914;158;144;36311;155;142;36583;62;34135;55;34346;36
5812325;5954808;420;29383;136;86;29914;173;161;60152;166;143;38664;62;33954;55;34165;36
5812353;5954808;353;24708;109;69;25038;94;79;30165;98;79;32187;49;29288;43;29500;27
5812354;5954808;356;24914;109;69;25336;94;79;30372;101;82;32393;49;29507;43;29720;27
5812355;5954808;358;25076;108;69;25211;97;87;30948;107;90;32969;49;29645;43;29857;28
5812356;5954808;356;24936;108;69;25190;95;85;30807;104;88;32829;48;30066;42;30279;27
5812358;5954808;342;23915;106;67;24617;121;112;31028;123;108;31028;48;30746;42;30959;27
5812359;5954808;339;23714;102;64;23267;119;109;30826;117;104;30826;49;30775;43;30988;28
5812360;5954808;334;23378;102;64;23318;116;108;39331;113;99;30491;49;31725;43;31937;28
5812361;5954808;332;23240;103;65;23548;112;103;39022;107;97;30352;49;31697;43;31910;28
5812362;5954808;328;22966;100;63;23217;106;97;38554;105;89;29096;48;27850;41;27377;27
5812363;5954808;326;22850;99;63;23195;102;95;38438;105;88;28983;48;27780;42;27307;27
5812364;5954808;326;22806;98;62;23164;99;90;38413;98;88;38413;48;27679;41;27205;27
5812365;5954808;327;22902;98;62;23169;99;91;38521;98;89;38521;48;28022;41;27548;27
5812366;5954808;326;22810;99;63;23295;97;92;29759;98;92;29759;48;30649;42;30681;27
5814173;5954808;557;39018;170;108;39588;139;116;41065;153;117;43086;77;44379;67;44369;43
5814174;5954808;567;39697;174;110;40209;145;126;41744;159;127;43765;78;45019;68;45009;43
5814175;5954808;568;39788;174;110;40209;145;127;41835;159;128;43857;78;43522;68;43511;43
5814176;5954808;538;37636;160;101;38246;176;162;46990;183;158;45926;75;41907;65;41897;41
5814201;5954808;448;31331;136;86;31511;101;83;32402;99;85;38926;60;33183;53;33184;31
5814202;5954808;451;31581;136;86;31694;103;87;32652;99;89;39176;60;32844;54;32845;32
5814203;5954808;458;32072;134;85;31085;109;94;33144;109;96;39667;59;33777;53;33778;31
5814204;5954808;443;31022;134;85;31085;109;95;32136;124;105;38193;59;32865;53;32866;31
5814205;5954808;439;30753;132;84;30711;106;91;31867;124;101;37924;58;32498;52;32499;31
5814206;5954808;439;30750;138;87;31652;106;91;31864;124;101;37921;58;32253;52;32254;30
5814207;5954808;441;30898;137;87;31446;108;93;32012;124;103;38068;59;32891;53;32892;31
5814208;5954808;444;31060;135;86;31129;109;96;32174;124;106;38231;60;33027;54;33028;32
5814209;5954808;449;31453;137;87;30947;131;118;34115;135;124;39516;62;34179;55;34180;33
5814210;5954808;448;31390;137;87;30947;130;117;34052;135;123;39452;62;34171;55;34173;33
5814211;5954808;452;31607;136;86;30312;131;120;34269;135;126;39669;64;36400;56;34625;35
5814212;5954808;452;31663;133;84;29937;125;105;40374;140;109;40374;64;35872;56;34096;35
5814213;5954808;447;31318;133;84;29937;125;105;40402;139;109;40402;64;35792;56;34016;35
5814214;5954808;442;30966;131;83;29245;120;102;39681;136;105;37829;63;35041;55;33265;34
5814215;5954808;440;30828;131;83;29143;120;100;39543;134;103;35685;62;35080;54;33304;34
5814216;5954808;437;30567;132;83;29431;122;104;39328;133;108;35470;63;34757;55;32982;34
5814217;5954808;437;30589;133;84;29330;122;104;39349;133;108;35492;63;34713;55;32938;34
5814218;5954808;438;30656;133;84;29330;122;105;39416;136;109;35559;63;35349;55;33573;34
5814219;5954808;442;30915;130;82;28740;135;126;35613;140;123;35886;63;34953;55;33177;34
5814220;5954808;439;30731;130;82;28740;134;124;35429;139;120;35702;63;35033;55;33257;34
5814221;5954808;451;31594;136;86;30222;156;143;36779;154;140;37052;63;36112;55;34337;34
5814222;5954808;452;31613;136;86;30222;156;143;36799;155;140;37071;65;36301;57;34526;36
5814223;5954808;437;30622;145;91;30018;150;129;35242;146;127;35515;65;35824;57;34049;36
5814224;5954808;440;30831;145;91;30018;149;128;35196;142;126;35468;65;35913;57;34138;37
5814225;5954808;424;29688;144;91;30036;173;161;60147;166;143;38660;65;34185;58;34396;37
5814226;5954808;421;29482;136;86;29914;170;154;35665;163;139;38425;65;34010;58;34221;37
5814227;5954808;419;29348;136;86;29914;163;150;35350;160;135;38111;62;34171;55;34382;36
5814253;5954808;346;24194;107;68;24450;94;81;30532;104;84;32554;50;29336;44;29549;27
5814254;5954808;335;23484;109;69;25038;108;92;28978;112;91;28978;49;29550;43;29763;27
5814255;5954808;335;23430;109;69;25400;106;91;28925;107;90;28925;49;29725;43;29938;27
5814256;5954808;361;25237;108;69;25220;102;89;31109;113;92;33130;49;30128;43;30340;28
5814257;5954808;367;25662;112;71;25803;109;95;31533;119;99;33554;49;30611;43;30823;28
5814258;5954808;362;25363;110;70;25536;104;91;31235;113;94;33256;49;30452;43;30665;28
5814259;5954808;365;25584;111;70;25669;106;94;31456;119;97;33477;49;30722;43;30935;28
5814260;5954808;338;23690;102;64;23267;118;108;30802;115;103;30802;49;26804;43;26703;28
5814261;5954808;335;23435;102;64;23267;117;109;39388;113;100;30547;49;31919;42;32132;28
5814262;5954808;332;23234;100;63;23029;110;100;38822;106;93;29364;49;31793;42;32006;27
5814263;5954808;330;23122;99;63;22914;109;99;38710;105;92;29251;48;32052;42;27446;27
5814264;5954808;324;22707;99;62;23076;102;93;38292;103;91;38292;48;27530;41;27056;27
5814265;5954808;320;22415;97;62;22866;98;89;38043;99;87;38043;47;27259;40;26786;26
