from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5861358;366;25638;114;72;26759;151;135;32272;166;135;32272;54;35522;48;35537;32
5785641;5861358;352;24668;120;76;26090;162;138;32478;174;138;32478;51;35733;45;35748;30
5785642;5861358;354;24747;120;76;26090;166;140;32596;174;140;32596;51;30216;45;30231;30
5785643;5861358;358;25040;100;63;21983;172;144;32889;174;144;32889;51;28332;45;28332;30
5787544;5861358;359;25149;111;70;26220;151;128;31783;157;128;31783;54;35097;48;35111;31
5787545;5861358;360;25218;111;70;26220;151;129;31852;157;129;31852;54;35383;48;35398;31
5787546;5861358;363;25444;111;70;26220;151;132;32077;166;132;32077;50;29242;45;29257;30
5787547;5861358;351;24554;120;76;26090;171;145;32977;173;145;32977;50;29633;45;29648;30
5787548;5861358;348;24328;120;76;26090;166;141;32704;171;141;32704;50;29755;45;29769;30
5787549;5861358;349;24462;120;76;26090;171;145;32997;173;145;32997;51;29998;45;30013;30
5787550;5861358;303;21188;100;63;21983;177;128;30542;178;135;31600;51;28130;45;28130;30
5789447;5861358;343;24028;109;69;25393;112;88;29016;131;88;29016;51;32907;45;32922;29
5789448;5861358;343;24025;109;69;25390;112;89;29036;131;89;29036;51;33272;46;33286;29
5789449;5861358;344;24085;109;69;25526;112;90;29097;131;90;29097;51;33698;45;33712;29
5789450;5861358;363;25385;109;69;25526;151;131;32019;166;131;32019;51;34016;45;34031;29
5789451;5861358;363;25424;111;70;26220;151;132;32057;166;132;32057;54;35344;48;35358;31
5789452;5861358;343;23990;111;70;26220;168;139;29571;167;139;29571;50;29141;44;29156;30
5789453;5861358;343;24026;120;76;26090;168;140;29607;167;140;29607;50;29318;45;29333;30
5789454;5861358;344;24113;120;76;26090;168;141;29694;168;145;32986;50;29582;45;29597;30
5789455;5861358;347;24289;100;63;22016;171;144;29871;171;144;29871;51;29803;45;29818;30
5789456;5861358;300;21027;100;63;22016;168;126;30382;178;133;31439;47;28041;42;28041;31
5791353;5861358;348;24387;113;72;26443;114;94;29376;135;94;29376;52;32497;45;32512;28
5791354;5861358;345;24155;108;68;25236;112;90;29143;135;90;29143;51;33088;45;33103;29
5791355;5861358;338;23678;108;68;25148;104;85;28804;131;85;28804;51;33269;45;33284;29
5791356;5861358;339;23740;108;68;25097;112;90;29152;135;90;29152;51;33894;45;33909;29
5791357;5861358;340;23828;109;69;25526;114;93;29221;135;93;29221;51;34008;45;34023;29
5791358;5861358;341;23878;109;69;25526;163;138;29460;165;138;29460;51;28636;45;28651;29
5791359;5861358;338;23681;109;69;25526;151;135;29262;155;135;29262;50;28959;44;28974;30
5791360;5861358;339;23735;120;76;26090;156;136;29316;159;136;29316;50;29327;44;29342;30
5791361;5861358;344;24088;100;63;22016;168;141;29670;167;141;29670;50;29681;44;29696;30
5791362;5861358;349;24400;100;63;22016;172;145;29981;173;145;29981;50;29990;45;30004;30
5791363;5861358;300;21022;100;63;22016;168;126;30377;178;133;31434;47;27936;42;27936;31
5793258;5861358;354;24773;111;70;26193;125;99;29762;139;99;29762;53;33762;47;33776;30
5793259;5861358;350;24473;111;70;26137;118;95;29461;135;95;29461;52;33602;46;33616;29
5793260;5861358;350;24508;110;70;25723;118;95;29496;135;95;29496;51;33565;45;33580;29
5793261;5861358;336;23551;107;68;24883;112;89;28940;131;89;28940;50;33346;45;33361;29
5793262;5861358;335;23447;107;68;24926;112;89;28938;131;89;28938;50;33771;45;33786;29
5793263;5861358;336;23494;107;68;24926;118;94;28521;135;94;28521;51;34877;45;34892;29
5793264;5861358;335;23425;106;67;24637;151;131;29007;152;131;29007;49;28580;44;28595;29
5793265;5861358;335;23466;106;67;24575;151;132;29047;154;132;29047;49;28913;44;28927;29
5793266;5861358;335;23475;111;71;24620;151;132;29056;154;132;29056;50;29110;44;29124;29
5793267;5861358;346;24249;111;71;24620;171;143;29831;170;143;29831;50;29905;44;29919;29
5793268;5861358;352;24647;100;63;22016;181;152;31605;174;149;30228;50;30131;45;30146;30
5793269;5861358;305;21323;101;64;21977;186;136;31058;178;143;32115;47;28943;42;28958;31
5793270;5861358;302;21142;101;64;21977;177;133;30878;178;140;31935;47;28045;42;28135;31
5795164;5861358;355;24848;111;70;26137;125;100;29836;139;100;29836;53;33886;47;33900;30
5795165;5861358;356;24930;111;70;26137;125;101;29918;139;101;29918;53;35662;47;35676;30
5795166;5861358;355;24860;106;67;24613;125;100;29848;139;100;29848;51;35511;45;35526;30
5795167;5861358;332;23226;107;68;24850;112;90;28239;135;90;28239;50;33897;44;33911;29
5795168;5861358;332;23226;106;67;24637;112;90;28240;135;90;28240;50;34459;45;34473;30
5795169;5861358;333;23307;106;67;24637;112;91;28334;135;91;28334;50;34681;45;34696;30
5795170;5861358;331;23156;106;67;24575;154;127;28737;150;127;28737;50;28319;45;28333;30
5795171;5861358;330;23074;106;67;24478;154;126;28656;150;126;28656;49;28620;44;28634;29
5795172;5861358;334;23409;111;71;24620;151;131;28990;152;131;28990;50;29062;44;29077;29
5795173;5861358;338;23638;111;71;24620;151;134;29219;154;134;29219;50;29153;44;29168;29
5795174;5861358;335;23447;111;71;24620;151;132;29028;152;132;29028;50;28787;44;28802;30
5795175;5861358;334;23384;111;71;24620;151;131;28966;152;131;28966;50;28924;44;28938;30
5795176;5861358;303;21179;98;62;22136;176;134;30914;178;140;31971;47;28095;43;28185;30
5797069;5861358;383;26825;118;75;28177;154;117;42076;158;128;31813;-1;-1;-1;-1;-1
5797070;5861358;358;25047;118;75;28177;125;103;30035;139;103;30035;54;34164;48;34179;31
5797071;5861358;359;25164;106;67;24613;125;105;30152;139;105;30152;51;35564;45;35579;30
5797072;5861358;333;23317;106;67;24613;112;91;28330;135;91;28330;50;35281;45;35295;30
5797073;5861358;329;23032;106;67;24613;112;87;28046;131;87;28046;50;35365;44;35380;29
5797074;5861358;327;22914;105;67;24368;104;86;27941;131;86;27941;50;34230;44;34244;29
5797075;5861358;330;23123;106;67;24575;112;89;28150;131;89;28150;50;34562;45;34577;30
5797076;5861358;326;22839;106;67;24478;147;123;28420;149;123;28420;50;28266;45;28281;30
5797077;5861358;328;22965;106;67;24478;148;125;28547;150;125;28547;49;28698;44;28713;29
5797078;5861358;333;23299;111;71;24620;153;129;28880;150;129;28880;50;29235;44;29250;29
5797079;5861358;332;23206;111;71;24620;153;128;28788;150;128;28788;50;29072;44;29087;29
5797080;5861358;332;23251;111;71;24620;153;129;28832;150;129;28832;50;28283;44;28297;30
5797081;5861358;332;23237;111;71;24620;153;129;28818;150;129;28818;50;28903;44;28917;30
5797082;5861358;272;19039;98;62;22136;158;132;30777;163;138;31835;47;28081;43;28172;30
5798974;5861358;373;26078;118;75;26746;145;97;40703;147;123;32978;48;30308;41;30322;25
5798975;5861358;363;25407;113;72;26830;129;108;30395;148;108;30395;54;34511;48;34526;31
5798976;5861358;363;25401;113;72;26830;129;108;30389;148;108;30389;54;34399;48;34414;31
5798977;5861358;363;25408;106;67;24613;129;108;30396;148;108;30396;50;35604;45;35619;30
5798978;5861358;326;22847;104;66;24037;112;88;27869;131;88;27869;50;35075;45;35090;30
5798979;5861358;324;22670;104;66;23927;108;86;27692;131;86;27692;51;35433;45;35448;30
5798980;5861358;324;22670;104;66;24046;108;86;27692;131;86;27692;49;34593;44;34608;29
5798981;5861358;328;22942;105;67;24346;112;90;27964;135;90;27964;50;34981;45;34996;30
5798982;5861358;324;22671;106;67;24478;142;120;28252;146;120;28252;50;28126;45;28141;30
5798983;5861358;322;22545;106;67;24478;142;119;28127;145;119;28127;49;28066;43;28081;28
5798984;5861358;322;22538;109;69;23888;140;119;28120;145;119;28120;49;28058;43;28073;28
5798985;5861358;327;22903;109;69;23888;148;124;28484;149;124;28484;49;27950;43;27965;29
5798986;5861358;325;22765;111;71;24620;142;122;28346;149;122;28346;49;28216;43;28231;29
5798987;5861358;329;23021;111;71;24620;150;125;28602;150;125;28602;50;28675;44;28690;30
5798988;5861358;266;18623;98;62;22434;147;133;30843;158;139;31900;48;27910;43;28478;30
5800879;5861358;365;25582;118;75;26409;133;104;40341;137;115;32481;49;30029;42;30043;26
5800880;5861358;369;25861;119;75;26742;138;108;40620;144;119;32760;48;30304;41;30318;25
5800881;5861358;366;25611;119;75;26742;131;111;30600;148;111;30600;54;29932;48;29947;31
5800882;5861358;325;22759;113;72;26830;125;107;28638;144;107;28638;49;28182;44;28197;29
5800883;5861358;326;22794;105;67;24359;129;108;28674;148;108;28674;49;27960;44;27974;29
5800884;5861358;325;22716;104;66;24036;112;87;27762;131;87;27762;50;34892;44;34907;29
5800885;5861358;321;22452;104;66;24025;102;84;27534;131;84;27534;49;34595;44;34609;29
5800886;5861358;319;22304;104;66;24022;104;86;27678;131;86;27678;49;34885;43;34900;29
5800887;5861358;320;22424;105;67;24346;112;90;27951;131;90;27951;49;34970;43;34985;29
5800888;5861358;313;21882;105;67;23135;131;109;27463;140;109;27463;47;27242;42;27257;28
5800889;5861358;318;22286;105;67;23135;138;115;27867;142;115;27867;48;27831;43;27846;28
5800890;5861358;319;22362;105;67;23259;138;116;27943;143;116;27943;49;27744;43;27759;28
5800891;5861358;322;22573;108;69;23831;142;119;28154;146;119;28154;48;27621;43;27636;28
5800892;5861358;322;22509;109;69;23888;140;118;28091;143;118;28091;49;28095;43;28110;29
5800893;5861358;324;22671;109;69;23888;142;120;28252;146;120;28252;49;28636;43;28651;29
5800894;5861358;265;18532;98;62;22434;150;136;31101;154;143;32158;48;27916;43;28484;30
5800895;5861358;261;18293;97;61;22265;144;133;30862;151;135;27511;47;27816;43;28385;29
5802783;5861358;364;25484;117;74;26159;130;103;40243;134;114;32383;49;30026;42;30040;26
5802784;5861358;362;25364;117;74;26159;124;101;40123;134;112;32264;49;29996;42;30011;26
5802785;5861358;366;25643;119;75;26730;135;105;40402;137;116;32542;49;29502;42;29517;26
5802786;5861358;327;22896;119;75;26742;131;109;28775;148;109;28775;49;29684;44;29699;29
5802787;5861358;324;22659;119;75;26742;125;106;28538;144;106;28538;49;27993;44;28008;29
5802788;5861358;321;22461;105;67;24369;125;103;28340;139;103;28340;49;27746;44;27761;29
5802789;5861358;321;22461;105;67;24369;125;103;28341;139;103;28341;50;35133;44;35148;29
5802790;5861358;322;22530;106;67;24419;112;87;27784;131;87;27784;50;34655;44;34670;29
5802791;5861358;315;22032;102;65;23447;108;86;27141;131;86;27141;48;34928;43;34943;28
5802792;5861358;318;22268;102;65;23447;112;89;27378;131;89;27378;49;35231;43;35246;29
5802793;5861358;309;21654;105;67;23135;125;106;27235;137;106;27235;47;27184;42;27198;28
5802794;5861358;314;21989;105;67;23135;131;111;27571;141;111;27571;48;27469;42;27483;28
5802795;5861358;314;21990;105;67;23259;131;111;27571;141;111;27571;48;27470;43;27484;28
5802796;5861358;316;22104;108;69;23818;131;112;27685;141;112;27685;48;27666;43;27680;28
5802797;5861358;321;22465;109;69;23873;138;118;28046;143;118;28046;49;27986;43;28001;29
5802798;5861358;323;22639;107;68;23545;142;120;28220;146;120;28220;49;27729;43;27744;29
5802799;5861358;264;18450;97;61;22275;149;129;27194;147;130;27194;48;27230;43;27244;29
5802800;5861358;260;18200;97;61;22170;146;128;27115;144;129;27115;48;27398;43;27412;29
5802801;5861358;258;18034;97;62;22330;144;135;30460;151;134;27483;48;27757;43;27955;29
5804689;5861358;362;25318;119;75;26065;121;100;40077;127;103;31620;49;29717;43;29732;26
5804690;5861358;359;25147;117;74;25839;121;98;39906;130;109;32046;49;29708;42;29723;26
5804691;5861358;362;25348;122;77;24779;130;105;40430;134;114;30944;47;29692;41;29707;25
5804692;5861358;365;25540;121;77;24689;138;108;40623;137;117;31137;49;30131;42;30146;26
5804693;5861358;324;22660;121;77;24689;125;106;28539;144;106;28539;49;28057;43;28072;29
5804694;5861358;317;22220;106;67;24547;125;100;28100;139;100;28100;49;27663;43;27678;29
5804695;5861358;316;22146;106;67;24547;125;99;28026;139;99;28026;50;35220;45;35234;30
5804696;5861358;312;21870;101;64;23169;102;84;27006;131;84;27006;48;27203;43;27218;28
5804697;5861358;311;21802;101;64;23207;102;83;26912;131;83;26912;48;35264;42;35279;28
5804698;5861358;319;22330;103;65;23805;112;90;27440;135;90;27440;49;35332;44;35347;29
5804699;5861358;306;21432;104;66;22893;125;103;27013;134;103;27013;47;26900;42;26914;28
5804700;5861358;306;21390;103;65;22760;125;102;26972;134;102;26972;47;26840;42;26854;28
5804701;5861358;309;21640;105;67;23244;125;106;27221;137;106;27221;48;27229;42;27244;28
5804702;5861358;310;21704;104;66;22894;125;107;27285;137;107;27285;48;27048;43;27062;28
5804703;5861358;312;21853;107;68;23545;131;109;27435;140;109;27435;48;27222;43;27237;29
5804704;5861358;314;22002;107;68;23545;131;111;27583;141;111;27583;48;27621;43;27636;29
5804705;5861358;266;18624;107;68;23545;145;126;26950;144;127;26950;48;27044;43;27058;29
5804706;5861358;265;18533;97;61;22274;145;125;26911;144;126;26911;48;27333;43;27348;29
5804707;5861358;268;18757;97;62;22330;149;129;27185;147;130;27185;48;27846;43;27861;29
5806593;5861358;362;25332;119;75;26158;113;97;40267;120;97;31182;50;29814;43;29828;26
5806594;5861358;357;24963;116;74;25751;116;95;39722;127;102;31541;49;29467;42;29481;26
5806595;5861358;356;24929;116;73;25649;118;95;39688;130;106;31829;48;29349;41;29363;26
5806596;5861358;359;25114;122;77;24779;124;102;40197;130;111;30711;47;29075;41;29090;25
5806597;5861358;364;25489;121;77;24689;135;107;40572;137;116;31086;51;29985;44;29999;28
5806598;5861358;369;25799;110;70;24187;141;98;40748;144;121;31396;50;30217;43;30231;27
5806599;5861358;315;22057;102;64;23240;125;97;27936;139;97;27936;48;27414;43;27429;29
5806600;5861358;312;21829;102;64;23240;118;94;27709;135;94;27709;48;27271;42;27286;28
5806601;5861358;309;21630;101;64;23169;104;86;27119;131;86;27119;48;27125;42;27139;28
5806602;5861358;313;21912;102;65;23404;102;85;27049;131;85;27049;48;35403;43;35417;28
5806603;5861358;315;22061;102;65;23447;112;87;27197;131;87;27197;48;26845;43;26860;28
5806604;5861358;306;21427;102;65;22612;125;103;27009;134;103;27009;47;26782;41;26797;27
5806605;5861358;302;21114;102;65;22612;125;98;26696;133;98;26696;47;26645;42;26660;28
5806606;5861358;304;21302;104;66;22886;125;101;26883;134;101;26883;47;26706;42;26721;28
5806607;5861358;307;21484;104;66;22892;125;104;27066;136;104;27066;47;27068;42;27083;28
5806608;5861358;311;21805;105;66;23110;129;108;27386;140;108;27386;47;27413;42;27427;28
5806609;5861358;316;22125;107;68;23545;133;113;27706;141;113;27706;48;27593;43;27608;29
5806610;5861358;263;18397;99;63;22655;141;120;26595;141;128;25761;47;26780;42;26795;28
5806611;5861358;265;18556;99;63;22655;145;123;26755;143;124;26755;47;27186;42;27200;28
5806612;5861358;257;18024;101;64;22869;149;131;28378;144;127;27001;48;27336;42;27350;29
5806613;5861358;246;17244;97;61;22365;168;146;32878;160;150;32093;48;28337;44;28337;31
5808496;5861358;367;25678;119;75;26541;115;92;39902;110;91;43773;50;29744;43;29758;27
5808497;5861358;367;25660;120;76;26464;122;102;40619;124;102;31534;51;30192;44;30207;27
5808498;5861358;365;25556;120;76;26334;123;104;40314;127;104;31656;50;29982;43;29997;27
5808499;5861358;353;24714;115;73;25612;118;96;39797;130;105;30311;48;29207;41;29222;26
5808500;5861358;357;25005;120;76;24610;124;100;40088;130;109;30602;50;28780;43;28795;27
5808501;5861358;369;25840;123;78;24765;143;98;40788;144;121;31437;50;30294;43;30309;27
5808502;5861358;369;25852;110;70;24187;143;99;40800;144;121;31449;50;30492;43;30507;27
5808503;5861358;316;22155;108;68;24091;125;99;28034;139;99;28034;50;27543;43;27557;27
5808504;5861358;312;21843;102;64;23240;118;94;27722;135;94;27722;48;27162;42;27177;28
5808505;5861358;307;21463;101;64;22890;112;89;27343;131;89;27343;47;26841;42;26856;28
5808506;5861358;305;21377;100;64;22821;112;89;27331;131;89;27331;47;26815;42;26830;28
5808507;5861358;302;21159;103;65;22666;125;96;26548;132;96;26548;48;26619;43;26634;28
5808508;5861358;300;20974;101;64;22379;114;94;26364;132;94;26364;46;26320;41;26335;27
5808509;5861358;299;20918;101;64;22272;118;95;26499;132;95;26499;47;26395;41;26410;27
5808510;5861358;303;21219;101;64;22382;125;100;26800;133;100;26800;47;26884;42;26899;28
5808511;5861358;301;21098;105;66;23110;125;98;26679;133;98;26679;47;27286;42;27301;28
5808512;5861358;269;18809;105;66;23110;141;120;26568;141;128;25735;47;27471;42;27486;28
5808513;5861358;266;18609;100;63;22379;137;117;26368;140;125;25534;47;26270;42;26285;28
5808514;5861358;260;18233;99;63;22655;137;116;26282;140;124;25449;47;26530;42;26545;28
5808515;5861358;257;17972;101;64;22869;141;120;26574;141;128;25740;47;26794;42;26809;28
5808516;5861358;254;17796;106;67;23414;145;124;26811;143;125;26811;48;27254;43;27268;29
5808517;5861358;250;17518;106;67;23414;149;134;29429;145;130;26464;48;27439;43;27454;29
5808518;5861358;244;17067;106;67;23414;151;140;29814;150;136;26849;48;28616;44;28616;31
5810399;5861358;372;26030;117;74;26843;118;88;39638;100;87;43509;49;29348;42;29362;26
5810400;5861358;371;25953;118;75;26713;119;90;39816;107;89;43687;51;29775;44;29789;27
5810401;5861358;369;25848;120;76;26542;123;105;40807;130;105;31723;51;30328;44;30343;27
5810402;5861358;348;24394;120;76;26542;115;98;39940;124;101;29990;51;28853;44;28868;27
5810403;5861358;349;24465;111;70;24552;115;98;39953;124;102;30062;47;29181;41;29196;25
5810404;5861358;359;25111;123;78;24765;124;102;40194;130;111;30708;48;28787;42;28802;26
5810405;5861358;370;25897;123;78;24765;143;99;40845;147;122;31494;50;30447;43;30461;27
5810406;5861358;371;26002;108;68;24091;143;101;40950;147;124;31599;51;30541;44;30556;28
5810407;5861358;374;26167;107;68;23909;145;103;41115;157;139;45876;48;27291;42;27305;28
5810408;5861358;311;21778;102;64;22834;114;93;27658;135;93;27658;47;26956;42;26971;28
5810409;5861358;302;21166;100;63;22695;104;86;26302;131;86;26302;47;26581;42;26595;27
5810410;5861358;300;20977;99;63;22408;102;83;26113;131;83;26113;47;26403;41;26418;27
5810411;5861358;303;21231;99;63;22429;125;97;26620;133;97;26620;47;26567;41;26582;27
5810412;5861358;295;20682;101;64;22305;112;89;26071;130;106;34931;46;26263;41;26277;27
5810413;5861358;293;20524;98;62;21876;112;90;26106;129;105;31516;46;26050;41;26065;27
5810414;5861358;296;20696;100;63;22194;112;92;26277;131;108;31687;46;26312;41;26327;27
5810415;5861358;301;21103;100;63;22194;125;98;26684;133;98;26684;47;26629;42;26643;28
5810416;5861358;274;19192;105;66;23110;130;112;26012;139;120;25179;46;26058;41;26072;28
5810417;5861358;265;18557;100;63;22379;130;112;25980;137;119;25147;46;26137;41;26152;28
5810418;5861358;264;18479;100;63;22379;137;115;26238;140;123;25405;47;26567;42;26582;28
5810419;5861358;258;18074;102;64;22829;145;123;26773;143;124;26773;48;26918;42;26933;28
5810420;5861358;253;17723;106;67;23414;149;131;28370;144;127;26994;48;27321;43;27336;29
5810421;5861358;248;17326;106;67;23414;149;134;29417;145;130;26451;48;27428;43;27443;29
5810422;5861358;246;17188;106;67;23414;149;133;31414;146;134;26693;40;28451;35;28451;25
5810423;5861358;240;16768;87;55;17861;160;139;32403;162;150;49094;40;19706;35;19706;25
5810457;5861358;144;10098;56;36;11021;86;72;13337;84;71;15604;26;17385;22;17385;16
5810458;5861358;140;9813;53;34;10219;84;70;13200;85;69;15467;26;17776;22;17776;16
5810462;5861358;133;9284;51;32;10177;78;61;11515;72;59;15260;24;13148;21;12673;15
5810463;5861358;133;9278;51;32;10101;70;58;11292;68;56;15036;24;13220;21;12745;15
5810464;5861358;133;9324;51;32;10157;73;60;11494;67;53;11756;25;15760;22;15791;15
5812300;5861358;367;25688;116;73;26651;108;82;39204;94;81;43075;49;28956;42;28970;26
5812301;5861358;370;25919;117;74;26854;113;85;39435;100;84;43306;49;29433;42;29447;26
5812302;5861358;375;26226;117;74;26902;119;89;39742;104;88;43613;49;29860;42;29874;26
5812303;5861358;349;24406;120;76;26542;119;102;39087;124;101;30002;47;30393;41;30408;25
5812304;5861358;345;24152;111;70;24552;117;98;38834;120;97;29749;47;28624;41;28639;25
5812305;5861358;346;24203;111;70;24552;117;99;38884;120;98;29800;46;28192;40;28207;24
5812306;5861358;327;22905;110;69;24332;117;101;38997;124;100;29912;49;29050;42;29065;26
5812307;5861358;326;22853;109;69;24229;123;102;39135;124;101;30051;49;28928;42;28943;26
5812308;5861358;317;22204;105;67;23554;134;118;29112;137;119;31264;48;30144;43;30159;28
5812309;5861358;317;22217;107;68;23909;134;113;40319;142;119;31276;48;27224;42;27239;28
5812310;5861358;320;22414;102;65;22919;139;116;40516;142;122;31473;47;27031;42;27045;28
5812311;5861358;302;21112;102;65;22895;104;85;26248;131;85;26248;47;26584;41;26599;27
5812312;5861358;297;20813;98;62;22296;102;81;26005;130;81;26005;46;26333;41;26347;27
5812313;5861358;295;20642;98;62;22084;102;84;26219;130;101;35080;46;26043;41;26058;27
5812314;5861358;294;20570;98;62;22057;104;85;25777;127;101;34637;46;26060;41;26074;27
5812315;5861358;290;20265;98;62;21721;108;89;25450;125;103;31371;45;25757;40;25771;27
5812316;5861358;292;20467;99;63;21937;112;90;25652;128;107;31663;46;26127;40;26142;27
5812317;5861358;296;20713;99;63;21937;118;94;25898;131;111;31909;46;26534;40;26549;27
5812318;5861358;272;19056;99;63;21937;130;110;25876;137;118;25043;46;25916;41;25931;27
5812319;5861358;268;18732;100;63;22379;128;108;25730;135;116;24896;46;26146;41;26161;27
5812320;5861358;269;18813;102;64;22829;141;120;26572;141;128;25738;47;26635;42;26650;28
5812321;5861358;269;18835;102;64;22829;141;120;26594;141;128;25760;48;27003;43;27018;28
5812322;5861358;255;17876;102;64;22829;145;126;28886;141;123;25920;48;27431;43;27446;28
5812323;5861358;254;17812;106;67;23414;149;130;29143;142;126;26177;48;21780;43;26792;28
5812324;5861358;252;17621;90;57;18107;149;135;31491;146;135;26771;40;19894;35;19894;25
5812325;5861358;241;16868;90;57;18107;160;140;33288;163;148;48162;40;19713;35;19713;25
5812353;5861358;168;11774;61;39;12473;87;76;17002;88;70;36780;27;15047;24;15049;16
5812354;5861358;166;11649;60;38;12167;92;79;17208;91;73;36986;26;18732;24;18732;16
5812355;5861358;163;11377;59;38;11903;100;87;18038;94;82;37562;27;18374;24;18374;16
5812356;5861358;161;11237;59;38;11881;99;85;17898;93;80;37422;26;18426;23;18426;16
5812358;5861358;148;10359;57;36;11308;92;78;11152;92;79;12149;25;17962;23;17962;16
5812359;5861358;145;10157;52;33;9958;92;77;12053;86;76;11948;26;17503;22;17503;16
5812360;5861358;140;9822;52;33;10009;87;72;11718;86;72;11612;26;18182;22;12601;16
5812361;5861358;138;9673;54;34;10239;86;70;11408;82;67;11303;26;18154;23;18154;16
5812362;5861358;132;9205;51;32;9908;77;55;10864;76;61;10835;24;13174;21;12699;15
5812363;5861358;130;9089;50;32;9840;74;53;10751;76;59;10719;24;13104;21;12629;15
5812364;5861358;129;9045;49;31;9809;75;57;10800;70;55;14545;24;13003;21;12528;15
5812365;5861358;131;9142;49;31;9813;75;58;10907;70;56;14652;24;13346;21;12871;15
5812366;5861358;129;9049;50;32;9959;70;58;10679;71;58;10679;25;15973;22;16004;16
5814173;5861358;506;35386;159;101;37593;147;117;44835;176;127;44835;66;40172;57;40175;38
5814174;5861358;515;36065;162;103;38214;152;126;45513;181;136;45513;66;40812;58;40815;38
5814175;5861358;517;36157;162;103;38214;152;128;45605;181;138;45605;67;39314;58;39317;38
5814176;5861358;486;34004;148;94;35342;187;174;50687;196;167;47675;64;37699;55;37702;36
5814201;5861358;364;25502;115;73;26509;108;79;39018;94;78;42889;48;28975;41;28990;26
5814202;5861358;368;25751;116;73;26692;108;83;39267;94;82;43139;49;28636;42;28651;26
5814203;5861358;375;26243;113;72;25473;119;90;39759;104;89;43630;47;29569;41;29584;25
5814204;5861358;346;24196;113;72;25473;117;99;38878;120;98;29793;47;28657;41;28672;25
5814205;5861358;342;23927;112;71;25100;108;95;38609;120;94;29524;47;28290;40;28305;25
5814206;5861358;342;23925;110;70;24434;108;95;38606;120;94;29522;46;28045;40;28060;24
5814207;5861358;324;22662;109;69;24229;113;97;38753;120;96;29669;48;28683;41;28698;25
5814208;5861358;323;22634;108;68;23912;117;99;38916;120;98;29831;49;28819;42;28834;26
5814209;5861358;315;22057;105;67;23554;134;115;28964;137;117;31116;48;29971;43;29986;27
5814210;5861358;314;21994;105;67;23554;132;115;28901;137;116;31053;48;29964;43;29978;27
5814211;5861358;317;22210;102;65;22919;134;118;29118;137;119;31270;47;27274;42;27288;28
5814212;5861358;303;21193;99;63;22545;108;86;26329;131;86;26329;47;26745;42;26760;27
5814213;5861358;298;20848;99;63;22545;108;86;26357;130;86;26357;47;26665;41;26680;27
5814214;5861358;293;20496;97;61;21852;102;83;25636;127;99;34496;45;25914;40;25929;27
5814215;5861358;291;20358;97;61;21751;102;81;25498;125;97;34358;45;25953;40;25968;27
5814216;5861358;287;20097;98;62;22039;104;86;25282;125;102;34143;46;25631;41;25645;27
5814217;5861358;287;20119;99;63;21937;104;86;25304;125;103;34164;46;25586;40;25601;27
5814218;5861358;288;20186;99;63;21937;104;87;25371;127;104;34231;46;26222;40;26237;27
5814219;5861358;275;19239;96;61;21347;123;107;25672;134;115;24838;46;25826;41;25841;27
5814220;5861358;272;19030;96;61;21347;124;105;25488;133;112;24654;46;25906;41;25921;27
5814221;5861358;273;19079;102;64;22829;145;124;26838;144;125;26838;46;26985;41;27000;27
5814222;5861358;273;19098;102;64;22829;145;124;26857;144;125;26857;48;27175;43;27190;28
5814223;5861358;259;18107;104;66;21243;141;123;28667;138;119;25702;48;21700;43;26712;28
5814224;5861358;262;18316;104;66;21243;140;119;30376;137;119;25656;45;21789;40;26801;29
5814225;5861358;245;17174;104;66;21261;160;140;33283;163;148;48158;46;19944;41;19944;30
5814226;5861358;242;16967;90;57;18107;154;137;33049;162;145;47923;46;19769;41;19769;30
5814227;5861358;243;17000;90;57;18107;148;132;32734;155;141;47609;40;19930;35;19930;25
5814253;5861358;161;11260;61;38;12554;89;77;15783;87;76;37146;28;15095;25;15097;17
5814254;5861358;142;9927;61;39;12473;79;58;14480;81;59;14480;27;19246;24;15311;16
5814255;5861358;141;9874;60;38;12103;77;58;14427;75;59;14427;26;18916;24;18916;16
5814256;5861358;165;11538;59;38;11911;101;83;13274;99;84;37723;27;18487;24;18487;17
5814257;5861358;171;11962;63;40;12494;109;96;18624;103;90;38147;27;18970;24;18970;17
5814258;5861358;167;11664;61;39;12227;103;84;13400;100;86;37849;27;18812;24;18812;16
5814259;5861358;170;11885;62;39;12360;108;95;18546;102;89;38070;27;19082;24;19082;17
5814260;5861358;145;10134;52;33;9958;92;77;12030;85;76;11924;26;12127;22;12026;16
5814261;5861358;141;9879;52;33;9958;89;73;11775;85;73;11669;26;12640;23;12539;16
5814262;5861358;135;9473;51;32;9720;82;67;11209;79;63;10355;25;13456;22;12981;16
5814263;5861358;134;9361;50;32;9605;82;65;11096;79;63;10990;25;13243;21;12769;15
5814264;5861358;128;8946;50;31;9721;73;55;10857;73;57;10576;24;12854;21;12379;15
5814265;5861358;124;8654;48;31;9511;69;52;10429;68;53;10284;23;12583;20;12108;15
5814266;5861358;123;8604;48;30;9419;69;52;10234;74;52;10234;24;13047;21;12572;15
5814267;5861358;125;8735;48;31;9529;69;52;9489;71;51;9489;23;12472;20;11997;14
