from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5791353;5870551;439;30750;122;77;30090;194;164;44054;184;148;57918;62;43111;54;43111;36
5791354;5870551;436;30518;125;79;30861;194;161;43822;184;145;57686;64;43703;56;43703;37
5791355;5870551;436;30547;124;79;30773;172;107;40781;176;140;57347;63;43883;55;43883;37
5791356;5870551;441;30895;126;80;31251;194;161;43831;184;145;57695;64;44508;56;44508;38
5791357;5870551;446;31219;126;80;31222;194;164;43899;184;148;57763;64;44622;56;44622;37
5791358;5870551;457;31986;126;80;31222;239;208;44138;210;174;50982;64;44594;56;42818;37
5791359;5870551;454;31789;126;80;31222;239;206;43941;210;178;48719;69;44917;60;43141;40
5791360;5870551;455;31843;159;101;37434;239;206;43995;210;172;50839;69;45285;60;43509;40
5791361;5870551;460;32196;160;101;39546;239;211;44348;218;177;51192;69;45640;60;43863;40
5791362;5870551;464;32507;160;101;39546;243;216;44660;229;182;51503;70;45948;61;44172;41
5791363;5870551;505;35352;160;101;39546;217;184;70838;237;192;65101;76;48335;67;46559;46
5793258;5870551;445;31136;126;80;31335;194;170;44440;191;154;58304;64;44376;56;44376;38
5793259;5870551;441;30835;126;79;31278;194;165;44140;184;149;58004;64;44216;56;44216;38
5793260;5870551;441;30870;124;79;30865;194;166;44174;184;150;58038;64;44180;56;44180;37
5793261;5870551;440;30830;125;79;31038;194;160;43619;176;144;57483;64;43960;56;43960;37
5793262;5870551;442;30936;126;80;31147;194;160;43617;176;144;57481;64;44385;56;44385;38
5793263;5870551;451;31602;126;80;31147;202;165;43200;184;149;57064;64;45491;56;45491;38
5793264;5870551;450;31533;129;81;32062;239;202;43685;207;175;48464;68;44538;60;42762;40
5793265;5870551;451;31574;128;81;32000;239;202;43726;207;175;48504;68;44871;60;43094;40
5793266;5870551;451;31583;151;95;35964;239;203;43735;207;175;48513;69;45068;60;43291;40
5793267;5870551;462;32357;151;95;35964;239;214;44509;222;180;51353;69;45863;60;44086;40
5793268;5870551;468;32755;160;101;39546;246;215;57824;237;185;51750;70;46089;61;44313;41
5793269;5870551;503;35217;162;102;39262;228;194;71520;237;202;65782;75;44901;66;43125;46
5793270;5870551;501;35037;162;102;39262;224;191;71339;237;199;65602;75;47790;66;46014;46
5795164;5870551;446;31210;126;79;31278;202;171;44515;191;155;58379;64;44500;56;44500;38
5795165;5870551;447;31292;126;79;31278;209;172;44596;191;156;58460;64;46276;56;46276;38
5795166;5870551;446;31222;132;83;32799;202;171;44526;191;155;58390;67;46125;59;46125;40
5795167;5870551;446;31230;125;79;31072;194;160;42918;184;144;56781;64;44511;56;44511;38
5795168;5870551;445;31128;129;81;32062;194;161;42918;184;145;56782;66;45073;57;45073;39
5795169;5870551;449;31415;129;81;32062;194;162;43013;184;146;56876;66;45295;57;45295;39
5795170;5870551;447;31263;128;81;32000;239;198;43416;207;171;48194;65;44277;57;42500;39
5795171;5870551;445;31182;129;82;32147;239;197;43334;207;170;48113;68;44578;60;42802;40
5795172;5870551;450;31517;151;95;35964;239;202;43669;207;175;48447;69;45020;60;43244;40
5795173;5870551;454;31745;151;95;35964;239;205;43897;207;178;48676;69;45111;60;43335;40
5795174;5870551;451;31555;151;95;35964;239;202;43707;207;175;48486;69;44745;60;42969;40
5795175;5870551;450;31492;151;95;35964;239;201;43644;207;174;48423;69;44882;60;43106;40
5795176;5870551;501;35073;151;96;35990;224;192;71376;237;200;65638;69;44406;61;42629;41
5797069;5870551;418;29240;119;75;29416;194;137;52394;187;152;42223;-1;-1;-1;-1;-1
5797070;5870551;449;31409;119;75;29416;209;174;44713;191;158;58577;65;44778;57;44778;39
5797071;5870551;450;31526;132;83;32799;209;175;44830;191;159;58694;67;46178;59;46178;40
5797072;5870551;449;31425;132;83;32799;194;162;43009;184;146;56873;67;45895;58;45895;39
5797073;5870551;445;31140;132;83;32799;194;158;42724;176;142;56588;65;45979;57;45979;38
5797074;5870551;443;31022;128;81;31793;172;107;39917;176;140;56483;65;44844;57;44844;38
5797075;5870551;446;31230;128;81;32000;194;159;42828;176;143;56692;65;45177;57;45177;39
5797076;5870551;442;30946;129;82;32147;232;194;43099;202;166;47877;66;44224;58;42448;39
5797077;5870551;444;31073;129;82;32147;232;195;43225;202;168;48004;68;44656;60;42880;40
5797078;5870551;449;31407;151;95;35964;239;200;43559;207;173;48337;69;45194;60;43417;40
5797079;5870551;447;31314;151;95;35964;239;199;43466;207;172;48244;69;45030;60;43254;40
5797080;5870551;448;31359;151;95;35964;239;199;43511;207;172;48289;69;44241;60;42465;40
5797081;5870551;448;31345;151;95;35964;239;199;43497;207;172;48275;69;44861;60;43085;40
5797082;5870551;450;31503;151;96;35990;224;190;71239;198;166;39400;69;44393;61;42616;41
5798974;5870551;398;27867;116;73;27993;194;118;51021;167;133;40850;57;40922;51;40922;33
5798975;5870551;454;31769;128;81;31971;209;179;45074;207;163;58937;65;45125;57;45125;39
5798976;5870551;454;31764;128;81;31971;209;179;45068;207;163;58932;65;45013;57;45013;39
5798977;5870551;454;31770;132;83;32799;209;179;45075;207;163;58939;67;46218;58;46218;39
5798978;5870551;442;30955;129;82;32223;194;159;42547;176;143;56411;67;45689;58;45689;39
5798979;5870551;440;30778;129;81;31995;183;107;39668;176;140;56234;67;46048;59;46048;40
5798980;5870551;440;30778;128;81;31990;183;107;39668;176;140;56234;65;45207;57;45207;39
5798981;5870551;444;31050;129;81;32014;194;160;42642;184;144;56506;66;45595;58;45595;39
5798982;5870551;440;30779;129;82;32147;224;191;42931;195;161;39040;66;44085;58;42308;39
5798983;5870551;438;30653;129;82;32147;224;189;42805;195;162;47584;68;44025;59;42248;39
5798984;5870551;438;30646;148;93;35232;224;189;42798;195;162;47577;68;44016;59;42240;39
5798985;5870551;443;31011;148;93;35232;232;194;43163;202;167;47941;68;43908;59;42132;39
5798986;5870551;441;30873;151;95;35964;224;192;43025;198;165;47804;68;44174;59;42398;39
5798987;5870551;445;31129;151;95;35964;232;196;43281;207;169;48059;69;44634;60;42857;40
5798988;5870551;444;31088;149;94;35456;224;191;71305;191;160;38984;68;43868;60;42092;40
5800879;5870551;391;27371;114;72;27656;172;103;38910;160;126;40354;58;40643;51;40643;34
5800880;5870551;395;27650;115;73;27989;183;107;39188;160;130;40633;57;40918;51;40918;33
5800881;5870551;457;31974;115;73;27989;209;182;45278;207;166;59142;65;40578;57;40578;39
5800882;5870551;441;30866;128;81;31971;209;178;43317;195;162;57181;69;47720;60;47720;40
5800883;5870551;441;30902;131;83;32546;217;178;43353;202;162;57216;68;47497;60;47497;40
5800884;5870551;440;30824;129;82;32223;194;157;42440;176;141;56304;66;45506;58;45506;39
5800885;5870551;437;30560;129;82;32211;172;105;39511;176;138;56077;66;45209;57;45209;39
5800886;5870551;434;30411;129;81;32013;172;107;39654;176;140;56220;66;45500;57;45500;39
5800887;5870551;436;30532;129;81;32014;194;160;42630;176;144;56494;66;45584;57;45584;39
5800888;5870551;428;29990;144;91;34479;217;180;42142;184;153;46920;66;43200;58;41424;38
5800889;5870551;434;30394;144;91;34479;224;186;42546;191;158;47324;67;43789;59;42013;39
5800890;5870551;435;30469;144;91;34602;224;187;42622;191;160;47400;68;43702;59;41926;39
5800891;5870551;438;30680;147;93;35175;224;190;42833;195;160;38942;67;43579;59;41803;39
5800892;5870551;437;30617;148;93;35232;224;189;42769;191;162;47548;68;44053;59;42277;39
5800893;5870551;440;30779;148;93;35232;224;191;42931;195;161;39040;68;44594;59;42818;39
5800894;5870551;443;30997;149;94;35456;224;193;42341;187;159;38894;68;43874;60;42098;40
5800895;5870551;439;30757;148;94;35287;224;190;42101;183;156;38654;68;43775;60;41998;40
5802783;5870551;390;27273;114;72;27406;161;102;38812;160;124;40256;58;40640;51;40640;34
5802784;5870551;388;27153;114;72;27406;161;100;38692;160;123;40137;58;40610;51;40610;34
5802785;5870551;392;27432;115;73;27977;172;104;38971;160;127;40416;58;40116;51;40116;34
5802786;5870551;443;31004;115;73;27989;217;180;43454;202;164;57318;69;40330;60;40330;40
5802787;5870551;440;30766;115;73;27989;209;177;43217;195;161;57081;68;47531;60;47531;40
5802788;5870551;437;30568;131;83;32555;209;174;43019;191;158;56883;68;47284;60;47284;39
5802789;5870551;437;30569;131;83;32555;209;174;43019;191;158;56883;66;45747;58;45747;39
5802790;5870551;438;30638;131;83;32606;194;158;42462;176;142;56326;66;45269;58;45269;39
5802791;5870551;431;30139;130;82;32474;183;108;39118;176;141;55684;66;45543;58;45543;39
5802792;5870551;434;30376;130;82;32481;194;160;42056;176;144;55920;66;45845;58;45845;39
5802793;5870551;425;29762;144;91;34479;209;177;41914;179;149;46692;66;43142;58;41365;38
5802794;5870551;430;30097;144;91;34479;217;181;42249;187;154;47028;67;43427;58;41650;38
5802795;5870551;430;30098;144;91;34602;217;181;42250;187;154;47028;67;43428;59;41651;39
5802796;5870551;432;30211;147;93;35162;217;183;42363;187;156;47142;67;43624;59;41848;39
5802797;5870551;437;30572;148;93;35217;224;188;42725;191;161;47503;68;43945;59;42168;39
5802798;5870551;439;30747;146;92;34889;224;191;42899;195;161;39009;68;43687;59;41911;39
5802799;5870551;435;30440;146;93;34868;217;185;41784;179;151;38337;67;43188;59;41411;39
5802800;5870551;434;30361;147;93;34967;217;184;41705;179;150;38258;67;43356;59;41579;39
5802801;5870551;439;30729;148;93;35137;224;189;42073;183;155;38626;68;43715;59;41938;40
5804689;5870551;381;26644;111;70;26711;154;100;38646;160;113;39493;59;40331;52;40331;35
5804690;5870551;385;26936;112;71;26873;150;97;38475;160;120;39919;59;40322;51;40322;34
5804691;5870551;388;27137;120;76;27751;172;105;38999;160;125;38817;57;40306;50;40306;33
5804692;5870551;390;27329;122;77;27841;183;107;39192;160;127;39010;59;40745;52;40745;35
5804693;5870551;440;30767;122;77;27841;209;177;43218;195;161;57082;68;47595;59;47595;39
5804694;5870551;433;30328;131;83;32734;209;170;42779;191;154;56642;68;47201;59;47201;39
5804695;5870551;432;30254;131;83;32734;209;169;42704;187;153;56568;67;45834;58;45834;39
5804696;5870551;428;29978;132;84;33175;172;106;38983;176;139;55549;67;46283;59;46283;39
5804697;5870551;427;29910;131;83;32714;172;104;38888;176;137;55454;66;45879;58;45879;38
5804698;5870551;435;30438;131;83;32839;194;161;42118;184;145;55982;67;45946;58;45946;39
5804699;5870551;422;29540;143;90;34236;209;173;41692;176;146;46470;67;42858;58;41082;38
5804700;5870551;421;29498;142;90;34104;209;173;41650;176;146;46428;66;42798;58;41022;38
5804701;5870551;425;29748;144;91;34587;209;176;41900;179;149;46678;67;43187;58;41411;38
5804702;5870551;426;29812;143;90;34238;209;177;41964;179;150;46742;67;43006;59;41229;39
5804703;5870551;428;29961;146;92;34889;217;179;42113;184;152;46892;67;43180;59;41404;39
5804704;5870551;430;30109;146;92;34889;217;182;42261;187;154;47040;67;43579;59;41803;39
5804705;5870551;431;30196;146;92;34889;217;182;41540;179;148;38093;67;43002;59;41226;39
5804706;5870551;431;30157;146;93;34862;217;181;41500;179;147;38053;67;43291;59;41515;39
5804707;5870551;435;30431;148;93;35137;217;185;41775;179;151;38327;68;43804;59;42028;40
5806593;5870551;374;26206;109;69;26377;154;100;38660;160;107;39055;59;40428;52;40428;35
5806594;5870551;380;26565;111;70;26779;150;95;38291;160;112;39414;59;40081;51;40081;34
5806595;5870551;382;26718;112;71;26896;150;94;38257;160;116;39702;58;39963;50;39963;34
5806596;5870551;384;26903;120;76;27751;161;101;38766;160;121;38584;57;39689;50;39689;33
5806597;5870551;390;27278;122;77;27841;172;107;39141;160;127;38959;61;40599;53;40599;36
5806598;5870551;394;27588;128;81;28343;194;118;51067;164;131;39269;60;40831;52;40831;35
5806599;5870551;431;30165;134;85;33598;209;168;42615;187;152;56479;68;46952;59;46952;39
5806600;5870551;428;29937;134;85;33598;202;165;42387;184;149;56251;67;46809;58;46809;38
5806601;5870551;425;29738;132;84;33175;172;107;39095;176;140;55662;67;46204;58;46204;38
5806602;5870551;429;30020;132;83;33021;172;106;39025;176;139;55591;67;46017;58;46017;39
5806603;5870551;431;30169;132;83;32962;194;157;41876;176;141;55739;67;42803;59;41027;39
5806604;5870551;422;29535;142;90;33956;209;173;41687;176;146;46466;66;42741;57;40964;38
5806605;5870551;417;29222;142;90;33956;209;169;41374;176;142;46153;66;42603;58;40827;38
5806606;5870551;420;29410;143;90;34229;209;172;41562;176;144;46340;66;42664;58;40888;38
5806607;5870551;423;29592;143;90;34235;209;174;41744;179;147;46523;66;43026;58;41250;38
5806608;5870551;427;29912;144;91;34454;217;179;42065;184;152;46843;66;43371;58;41594;38
5806609;5870551;432;30233;146;92;34889;217;183;42385;187;156;47163;67;43552;59;41775;39
5806610;5870551;426;29841;144;91;34213;209;177;53343;167;143;37738;66;42738;58;40962;38
5806611;5870551;429;30001;144;91;34213;217;179;41344;175;145;37897;66;43144;58;41367;38
5806612;5870551;432;30247;146;92;34427;217;182;41591;179;148;38144;67;43294;58;41518;39
5806613;5870551;455;31863;151;96;36161;239;206;43207;198;172;39760;70;44592;61;42816;41
5808496;5870551;369;25841;108;68;25989;149;105;39006;146;102;38690;60;40358;53;40358;35
5808497;5870551;379;26558;110;70;26712;157;105;38987;160;112;39407;60;40806;53;40806;35
5808498;5870551;381;26680;111;70;26784;157;103;38883;160;114;39529;60;40596;52;40596;35
5808499;5870551;379;26504;113;71;27136;150;96;38366;160;116;38184;58;39821;51;39821;34
5808500;5870551;383;26794;127;81;28103;161;100;38657;160;120;38475;60;39426;52;39426;35
5808501;5870551;395;27629;131;83;28257;194;119;51107;164;132;39310;60;40908;53;40908;36
5808502;5870551;395;27641;128;81;28343;194;119;51119;164;132;39322;60;41106;53;41106;35
5808503;5870551;432;30262;126;80;28438;209;169;42713;187;153;56577;60;47080;53;47080;35
5808504;5870551;428;29950;134;85;33598;202;165;42401;184;149;56265;67;46700;58;46700;38
5808505;5870551;422;29571;133;84;33247;194;159;42021;176;143;55885;66;46379;58;46379;38
5808506;5870551;421;29485;133;84;33459;194;159;42010;176;143;55873;66;46519;58;40997;38
5808507;5870551;418;29267;141;89;34010;209;167;41227;176;140;46050;67;42577;59;40801;38
5808508;5870551;415;29082;139;88;33722;194;164;41042;176;138;45865;66;42278;57;40502;38
5808509;5870551;415;29026;140;88;33616;202;166;41178;176;139;45956;66;42354;57;40577;38
5808510;5870551;419;29327;140;89;33726;209;170;41479;176;143;46257;66;42843;58;41066;38
5808511;5870551;417;29206;144;91;34454;209;169;41358;176;141;46136;66;43244;58;41468;38
5808512;5870551;426;29814;144;91;34454;209;176;53317;167;142;37711;66;43430;58;41653;38
5808513;5870551;423;29614;142;90;33938;209;173;53116;167;139;37510;66;42228;58;40452;38
5808514;5870551;422;29528;144;91;34213;209;172;53031;167;138;37425;66;42488;58;40712;38
5808515;5870551;426;29820;146;92;34427;209;176;53322;167;142;37716;67;42752;58;40976;39
5808516;5870551;429;30057;151;95;34973;217;180;41401;175;146;37954;67;43212;59;41435;39
5808517;5870551;435;30468;151;95;34973;217;179;41887;175;145;38440;67;43397;59;41621;39
5808518;5870551;441;30853;151;95;34973;217;184;42272;179;150;38825;70;44872;61;43095;41
5810399;5870551;365;25578;106;67;25687;149;116;50042;138;105;50042;59;39962;51;39962;34
5810400;5870551;368;25755;107;68;25817;156;119;50220;146;101;38604;61;40389;53;40389;35
5810401;5870551;382;26747;110;70;26790;157;107;39176;160;115;39596;61;40943;53;40943;36
5810402;5870551;374;26183;110;70;26790;150;98;38508;160;111;37864;61;39467;53;39467;36
5810403;5870551;375;26254;120;76;28823;150;98;38522;160;112;37935;57;39795;50;39795;33
5810404;5870551;384;26900;131;83;28257;161;101;38762;160;121;38581;58;39433;51;39433;34
5810405;5870551;396;27686;131;83;28257;194;120;51164;167;132;39367;60;41061;52;41061;35
5810406;5870551;397;27791;126;80;28438;194;121;51269;167;134;39472;61;41156;53;41156;36
5810407;5870551;399;27956;125;79;29331;194;123;51434;172;136;39637;67;43249;58;41472;38
5810408;5870551;427;29886;137;87;34099;194;164;42336;184;148;56200;66;42914;58;41138;38
5810409;5870551;418;29274;134;85;33800;172;107;38278;176;140;54845;66;42539;58;40762;38
5810410;5870551;415;29085;134;85;33513;172;104;38089;176;137;54655;66;42361;57;40585;38
5810411;5870551;419;29338;136;86;33772;209;168;41298;176;141;46121;66;42525;57;40749;38
5810412;5870551;411;28789;139;88;33649;194;160;40749;167;144;54613;66;42221;57;40445;38
5810413;5870551;409;28632;137;87;33220;194;160;40784;164;133;45563;65;42008;57;40232;38
5810414;5870551;411;28803;139;88;33538;194;163;40956;167;136;45734;66;42271;57;40494;38
5810415;5870551;417;29211;139;88;33538;209;169;41363;176;142;46141;66;42587;58;40811;38
5810416;5870551;418;29258;144;91;34454;209;168;39858;167;134;37155;65;42016;57;40240;38
5810417;5870551;418;29226;142;90;33938;209;168;39825;167;134;37123;65;42095;57;40319;38
5810418;5870551;421;29484;142;90;33938;209;172;52987;167;138;37381;66;42525;58;40749;38
5810419;5870551;429;30018;144;91;34388;217;179;41362;175;145;37915;67;42876;58;41100;39
5810420;5870551;432;30240;151;95;34973;217;180;41989;179;146;38542;67;43280;59;41503;39
5810421;5870551;435;30456;151;95;34973;217;179;41875;175;145;38428;67;43387;59;41610;39
5810422;5870551;439;30698;151;95;34973;217;182;42117;179;148;38670;67;44706;60;42930;40
5810423;5870551;486;33986;162;103;37073;239;203;44917;198;170;41470;67;43525;60;43525;40
5810457;5870551;577;40371;169;107;41448;172;136;55086;148;117;54916;74;49084;65;49088;41
5810458;5870551;575;40235;173;110;42250;164;133;54830;148;115;54780;74;49638;65;49642;41
5810462;5870551;595;41648;180;114;43422;156;119;54636;143;119;54844;77;51065;68;51068;43
5810463;5870551;595;41648;180;114;43346;149;116;54412;138;116;54608;77;51136;68;51140;43
5810464;5870551;600;41996;182;115;43827;156;119;54552;138;114;54489;78;51546;68;51549;43
5812300;5870551;359;25143;105;66;25288;149;114;49608;131;99;49608;59;39570;51;39570;34
5812301;5870551;362;25375;106;67;25492;149;113;49839;138;102;49839;59;40047;51;40047;34
5812302;5870551;367;25681;106;67;25633;156;118;50145;146;107;50145;59;40474;51;40474;34
5812303;5870551;374;26195;110;70;26790;157;106;39080;160;111;37876;57;41007;50;41007;33
5812304;5870551;371;25941;120;76;28823;157;102;38834;160;108;37622;57;39238;50;39238;33
5812305;5870551;371;25992;120;76;28823;157;103;38892;160;108;37672;56;38806;49;38806;32
5812306;5870551;373;26105;119;75;28602;157;107;37659;160;110;37785;58;39664;51;39664;34
5812307;5870551;375;26243;118;75;28499;164;130;49539;160;112;37924;58;39542;51;39542;34
5812308;5870551;379;26543;123;78;28976;179;140;39893;160;129;39137;61;40758;54;40758;36
5812309;5870551;379;26555;125;79;29331;179;133;50638;160;129;39149;67;43182;58;41406;38
5812310;5870551;382;26752;137;87;34185;187;136;50835;164;132;39346;66;42989;58;41212;38
5812311;5870551;417;29220;137;87;34161;172;106;38224;176;139;54791;66;42542;57;40766;38
5812312;5870551;413;28921;134;85;33626;172;103;37981;172;136;54547;65;42291;57;40514;37
5812313;5870551;411;28750;135;85;33428;172;106;38195;167;139;54762;65;42001;57;40225;37
5812314;5870551;410;28677;136;86;33401;172;107;37753;164;132;45460;65;42018;57;40241;38
5812315;5870551;405;28373;138;87;33064;183;108;37427;160;131;45418;64;41715;56;39938;37
5812316;5870551;408;28575;139;88;33281;194;161;40331;160;135;45710;65;42085;56;40309;37
5812317;5870551;412;28821;139;88;33281;202;165;40577;167;139;45956;65;42492;56;40716;37
5812318;5870551;416;29122;139;88;33281;209;166;39721;167;132;37019;65;41874;57;40098;38
5812319;5870551;414;28976;142;90;33938;202;164;39575;164;130;36872;65;42104;57;40328;38
5812320;5870551;426;29818;144;91;34388;209;176;53320;167;142;37714;67;42593;58;40817;39
5812321;5870551;426;29840;144;91;34388;209;177;53342;167;143;37737;67;42962;59;41185;39
5812322;5870551;434;30411;144;91;34388;209;171;41344;167;137;37897;67;43389;59;41613;39
5812323;5870551;438;30660;151;95;34973;209;175;41601;167;141;38153;67;42735;59;40959;39
5812324;5870551;440;30775;166;105;36828;217;183;42194;179;149;38747;67;43714;60;43714;40
5812325;5870551;485;33946;166;105;36828;239;202;44878;198;169;41431;67;43533;60;43533;40
5812353;5870551;547;38270;164;104;40026;164;124;53373;138;106;52303;71;47607;62;47611;39
5812354;5870551;550;38476;165;105;40324;164;127;53579;141;109;52509;71;47826;63;47830;39
5812355;5870551;558;39028;168;106;40902;172;135;54155;145;117;53085;73;47964;64;47968;40
5812356;5870551;556;38909;168;106;40899;164;133;54015;145;115;52945;72;48386;63;48390;40
5812358;5870551;590;41308;168;106;41176;179;140;55376;174;153;52204;72;49066;63;49070;40
5812359;5870551;587;41106;176;111;42802;179;138;55174;165;128;55652;75;49095;66;49099;41
5812360;5870551;582;40771;175;111;42556;164;133;54839;160;123;55316;75;50044;66;50048;41
5812361;5870551;580;40633;176;111;42697;164;128;54529;150;121;55178;75;50016;66;50020;41
5812362;5870551;582;40744;175;111;42728;164;122;54062;145;113;53922;75;50621;66;50625;41
5812363;5870551;587;41114;176;111;43005;156;120;53945;145;112;53808;76;50551;66;50555;42
5812364;5870551;590;41314;178;113;43054;149;115;53921;138;114;54008;76;50794;67;50798;42
5812365;5870551;593;41511;178;113;43059;149;117;54028;138;117;53972;76;51262;67;51266;42
5812366;5870551;604;42256;184;116;44073;164;130;54648;138;115;54585;79;51942;70;51945;44
5814173;5870551;258;18080;91;57;20589;164;121;37218;126;100;37218;45;22808;41;22672;34
5814174;5870551;268;18758;94;60;21210;164;131;37897;138;110;37897;45;23448;42;23312;35
5814175;5870551;269;18850;94;60;21210;164;132;37988;138;111;37988;49;24577;46;24577;37
5814176;5870551;297;20809;96;61;23117;194;164;39428;176;138;38219;47;25600;44;25464;36
5814201;5870551;357;24957;104;66;25147;141;107;49421;131;96;49421;58;39589;51;39589;34
5814202;5870551;360;25207;105;66;25330;149;115;49671;131;100;49671;59;39250;51;39250;34
5814203;5870551;367;25698;115;73;28138;156;118;50163;146;107;50163;57;40183;50;40183;33
5814204;5870551;371;25986;115;73;28138;157;105;37540;160;108;37666;57;39271;50;39271;33
5814205;5870551;367;25716;114;72;27764;154;101;37270;160;104;37397;57;38905;49;38905;33
5814206;5870551;367;25714;119;75;28705;154;101;37268;160;104;37394;56;38659;49;38659;32
5814207;5870551;369;25861;118;75;28499;157;103;37415;160;106;37542;58;39297;50;39297;34
5814208;5870551;372;26024;117;74;28182;157;106;37578;160;109;37704;58;39433;51;39433;34
5814209;5870551;377;26395;123;78;28976;179;137;39746;160;127;38989;61;40585;53;40585;36
5814210;5870551;376;26332;123;78;28976;172;137;39682;160;126;38926;60;40578;53;40578;36
5814211;5870551;379;26549;137;87;34185;179;140;39899;160;129;39142;66;43232;58;41455;38
5814212;5870551;419;29301;135;85;33875;183;108;38305;176;141;54872;66;42703;58;40927;38
5814213;5870551;414;28955;135;85;33875;183;108;38333;172;141;54900;66;42623;57;40847;38
5814214;5870551;409;28604;135;86;33196;172;105;37612;160;138;54178;65;41872;56;40096;37
5814215;5870551;407;28466;136;86;33094;172;103;37474;160;131;45041;64;41911;56;40135;37
5814216;5870551;403;28205;136;86;33382;172;106;37258;155;125;36466;65;41589;57;39813;38
5814217;5870551;403;28226;139;88;33281;172;106;37280;155;125;36488;65;41544;56;39768;37
5814218;5870551;404;28293;139;88;33281;172;107;37347;160;126;36555;65;42180;56;40404;37
5814219;5870551;413;28918;138;87;32906;194;164;40262;160;130;36814;65;41784;57;40008;38
5814220;5870551;410;28734;138;87;32906;194;161;40078;160;127;36631;65;41864;57;40088;38
5814221;5870551;430;30084;144;91;34388;217;180;41428;175;146;37980;65;42943;57;41167;38
5814222;5870551;430;30103;144;91;34388;217;180;41447;179;146;38000;67;43133;59;41357;39
5814223;5870551;431;30193;155;98;34184;209;168;53284;167;134;37678;67;42656;59;40880;39
5814224;5870551;431;30146;155;98;34184;209;167;53238;167;133;37632;67;42745;59;40968;40
5814225;5870551;485;33942;154;98;34202;239;202;44874;198;169;41426;68;43764;59;43764;40
5814226;5870551;482;33708;166;105;36828;232;195;73510;198;172;44560;68;43589;59;43589;40
5814227;5870551;477;33393;166;105;36828;224;190;73196;191;161;40877;67;43455;60;43455;40
5814253;5870551;545;38156;164;104;39844;164;128;53765;145;111;52670;71;47656;62;47659;39
5814254;5870551;556;38897;164;104;40026;164;122;53867;167;133;54828;71;47869;62;47873;39
5814255;5870551;555;38844;166;105;40388;164;121;53814;164;132;54774;71;48045;63;48048;39
5814256;5870551;560;39189;168;106;40911;172;137;54316;150;119;53246;73;48447;64;48451;40
5814257;5870551;566;39635;171;108;41512;187;143;54740;160;125;53670;73;48930;64;48934;40
5814258;5870551;562;39337;170;107;41245;179;139;54442;150;121;53372;73;48772;64;48776;40
5814259;5870551;565;39557;170;108;41377;179;142;54663;160;124;53593;73;49041;64;49045;40
5814260;5870551;587;41083;176;111;42802;172;137;55151;160;127;55628;75;51468;66;51471;41
5814261;5870551;583;40828;176;111;42802;172;134;54896;160;124;55373;75;50239;66;50243;42
5814262;5870551;585;40926;176;111;42749;164;125;54330;145;117;54189;75;50112;66;50116;41
5814263;5870551;585;40977;176;112;42720;164;124;54217;145;115;54077;75;50372;66;50375;42
5814264;5870551;589;41222;178;112;42908;156;118;53800;141;113;53915;76;50428;66;50432;42
5814265;5870551;586;41024;177;112;42757;149;114;53550;138;110;53487;76;50665;67;50669;42
