from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5791362;5967121;455;31851;155;98;34619;200;180;39430;199;167;43020;66;39071;57;37294;36
5791363;5967121;490;34331;155;98;34619;200;162;62292;203;156;45918;72;41458;63;39682;42
5793258;5967121;451;31593;131;83;31712;153;135;46973;164;128;49639;60;37498;52;37498;34
5793259;5967121;447;31293;131;83;31656;147;131;46673;159;124;49339;60;37338;52;37338;33
5793260;5967121;448;31327;130;82;31242;147;131;46708;159;125;49373;60;37302;52;37302;33
5793261;5967121;443;31003;130;83;31319;141;125;46152;154;118;48818;60;37083;52;37083;33
5793262;5967121;441;30898;131;83;31361;141;125;46150;154;118;48816;60;37508;52;37508;33
5793263;5967121;442;30946;131;83;31361;149;130;45733;159;123;48399;60;38614;52;38614;33
5793264;5967121;441;30877;132;84;31073;186;166;38455;180;161;48884;65;37661;56;35884;35
5793265;5967121;442;30917;132;84;31011;186;167;38496;181;161;48925;65;37993;56;36217;35
5793266;5967121;442;30926;138;87;31056;186;167;38505;181;161;48934;65;38190;56;36414;36
5793267;5967121;453;31701;138;87;31056;198;178;39280;195;165;42870;65;38985;56;37209;36
5793268;5967121;459;32098;155;98;34619;207;188;47440;201;171;43267;66;39212;57;37435;36
5793269;5967121;489;34196;152;96;34139;216;172;62974;202;166;46599;71;38024;62;36248;42
5793270;5967121;486;34016;152;96;34139;209;170;62793;202;163;46419;71;40913;62;39136;42
5795164;5967121;452;31668;131;83;31656;154;136;47048;164;129;49714;60;37622;52;37622;34
5795165;5967121;454;31749;131;83;31656;156;137;47130;164;131;49795;60;39399;52;39399;34
5795166;5967121;453;31679;132;84;31049;154;136;47060;164;130;49726;64;39248;55;39248;36
5795167;5967121;438;30677;130;83;31286;141;126;45451;159;119;48117;61;37634;52;37634;34
5795168;5967121;438;30678;132;84;31073;141;126;45452;159;119;48117;62;38195;53;38195;35
5795169;5967121;439;30759;132;84;31073;141;127;45546;159;121;48212;62;38418;53;38418;35
5795170;5967121;437;30607;132;84;31011;186;162;38186;177;157;48614;62;37399;53;35623;35
5795171;5967121;436;30526;132;83;30914;186;161;38104;177;156;48533;65;37701;56;35924;35
5795172;5967121;441;30861;138;87;31056;186;166;38439;180;160;48868;65;38143;56;36367;36
5795173;5967121;444;31089;138;87;31056;186;169;38668;181;164;49096;65;38234;56;36457;36
5795174;5967121;441;30899;138;87;31056;186;166;38477;180;161;48906;65;37868;56;36091;36
5795175;5967121;441;30836;138;87;31056;186;165;38414;180;160;48843;65;38005;56;36228;36
5795176;5967121;486;34052;135;86;30867;209;170;62830;202;164;46455;66;37528;57;35752;37
5797069;5967121;424;29698;124;79;29776;165;130;45825;171;158;51691;-1;-1;-1;-1;-1
5797070;5967121;455;31866;124;79;29776;156;139;47247;164;132;49912;61;37901;53;37901;35
5797071;5967121;457;31983;132;84;31049;156;140;47364;164;134;50029;64;39301;55;39301;36
5797072;5967121;440;30768;132;84;31049;141;127;45542;159;121;48208;63;39017;54;39017;35
5797073;5967121;435;30484;132;84;31049;141;123;45257;154;116;47923;61;39102;53;39102;34
5797074;5967121;434;30366;131;83;30804;132;107;34687;154;115;47819;61;37966;53;37966;34
5797075;5967121;437;30574;132;84;31011;141;124;45362;154;118;48027;62;38299;53;38299;35
5797076;5967121;433;30290;132;83;30914;182;158;37869;175;152;48298;63;37347;54;35570;35
5797077;5967121;435;30417;132;83;30914;182;159;37995;176;154;48424;65;37779;56;36002;35
5797078;5967121;439;30751;138;87;31056;186;164;38329;177;159;48758;65;38316;56;36540;36
5797079;5967121;438;30658;138;87;31056;186;163;38236;177;157;48665;65;38153;56;36376;36
5797080;5967121;439;30702;138;87;31056;186;164;38281;177;158;48710;65;37363;56;35587;36
5797081;5967121;438;30689;138;87;31056;186;163;38267;177;158;48696;65;37984;56;36207;36
5797082;5967121;435;30482;135;86;30867;189;168;62687;183;162;46319;66;37515;57;35739;37
5798974;5967121;405;28325;121;76;28345;150;111;44452;153;137;44018;54;34044;47;34044;29
5798975;5967121;460;32227;133;84;32349;159;144;47607;174;137;50273;62;38248;53;38248;35
5798976;5967121;460;32221;133;84;32349;159;144;47601;174;137;50267;61;38136;53;38136;35
5798977;5967121;460;32228;132;84;31049;159;144;47608;174;137;50274;63;39341;54;39341;35
5798978;5967121;433;30299;130;83;30473;141;124;45081;154;118;47746;63;38812;54;38812;35
5798979;5967121;430;30122;130;82;30362;137;108;34438;154;115;47570;64;39170;55;39170;36
5798980;5967121;430;30122;130;83;30481;137;108;34438;154;115;47570;62;38330;53;38330;34
5798981;5967121;434;30394;131;83;30781;141;126;45176;159;119;47841;63;38718;54;38718;35
5798982;5967121;430;30122;132;83;30914;177;155;37701;171;150;48130;63;37207;54;35431;35
5798983;5967121;429;29997;132;83;30914;177;153;37575;170;148;48004;64;37147;55;35371;35
5798984;5967121;428;29990;135;85;30324;174;154;45332;170;148;47997;64;37139;55;35362;35
5798985;5967121;434;30355;135;85;30324;182;159;37933;175;153;48362;64;37031;55;35254;35
5798986;5967121;432;30217;138;87;31056;177;157;37795;174;151;48224;64;37297;55;35520;35
5798987;5967121;435;30473;138;87;31056;182;160;38051;177;155;48480;65;37756;56;35980;36
5798988;5967121;430;30066;133;84;30333;183;169;62753;179;163;46384;65;36991;56;35214;36
5800879;5967121;398;27828;119;76;28007;133;105;42078;144;130;43522;55;33765;47;33765;30
5800880;5967121;402;28107;121;76;28341;139;109;42356;149;134;43801;54;34040;47;34040;29
5800881;5967121;463;32431;121;76;28341;162;147;47812;174;140;50477;62;33701;53;33701;35
5800882;5967121;432;30210;133;84;32349;156;143;45850;168;137;48516;65;40843;56;40843;36
5800883;5967121;432;30246;132;83;30795;161;144;45886;174;137;48552;65;40620;56;40620;35
5800884;5967121;431;30167;130;83;30472;141;123;44973;154;116;47639;62;38629;54;38629;35
5800885;5967121;427;29903;130;82;30460;129;105;34281;154;113;47412;62;38331;53;38331;34
5800886;5967121;425;29755;130;82;30458;132;107;34424;154;115;47555;62;38622;53;38622;34
5800887;5967121;427;29876;131;83;30781;141;125;45163;154;119;47829;62;38707;53;38707;34
5800888;5967121;419;29334;131;83;29571;164;145;44675;164;139;47341;63;36323;54;34547;34
5800889;5967121;425;29737;131;83;29571;171;151;45079;167;144;47745;64;36912;55;35136;35
5800890;5967121;426;29813;132;83;29694;171;152;45155;168;145;47821;64;36825;55;35048;35
5800891;5967121;429;30024;134;85;30267;177;154;37603;171;148;48032;64;36702;55;34925;35
5800892;5967121;428;29961;135;85;30324;174;154;45303;168;148;47968;64;37176;55;35399;35
5800893;5967121;430;30122;135;85;30324;177;155;37701;171;150;48130;64;37717;55;35940;35
5800894;5967121;428;29976;133;84;30333;182;172;37200;175;165;34653;65;36997;56;35220;36
5800895;5967121;425;29736;132;84;30164;180;168;36960;172;161;34414;64;36897;56;35121;36
5802783;5967121;396;27730;119;75;27757;128;103;41979;141;129;43424;55;33762;47;33762;30
5802784;5967121;394;27611;119;75;27757;125;102;41860;141;127;43304;55;33733;47;33733;30
5802785;5967121;398;27890;120;76;28328;134;106;42139;144;131;43583;55;33239;47;33239;30
5802786;5967121;434;30347;121;76;28341;164;145;45987;174;139;48653;65;33453;56;33453;36
5802787;5967121;430;30110;121;76;28341;156;142;45750;168;135;48416;65;40654;56;40654;35
5802788;5967121;427;29912;132;83;30805;156;139;45552;164;132;48218;64;40407;56;40407;35
5802789;5967121;427;29913;132;83;30805;156;139;45553;164;132;48218;63;38870;54;38870;35
5802790;5967121;428;29981;132;83;30855;141;123;44996;154;116;47661;63;38392;54;38392;35
5802791;5967121;421;29483;128;81;29883;137;108;33888;154;115;47019;62;38665;54;38665;34
5802792;5967121;425;29719;128;81;29883;141;125;44590;154;119;47255;63;38968;54;38968;35
5802793;5967121;416;29105;131;83;29571;156;142;44447;161;135;47113;63;36264;54;34488;34
5802794;5967121;421;29441;131;83;29571;164;147;44782;166;140;47448;63;36549;55;34773;34
5802795;5967121;421;29441;132;83;29694;164;147;44783;166;140;47449;64;36550;55;34774;35
5802796;5967121;422;29555;134;85;30254;164;148;44897;166;142;47562;64;36747;55;34970;35
5802797;5967121;427;29916;135;85;30309;171;153;45258;168;147;47924;64;37067;55;35291;35
5802798;5967121;430;30091;133;84;29981;177;155;37669;171;149;48098;64;36810;55;35033;35
5802799;5967121;420;29419;130;83;29745;174;164;36643;168;157;34097;63;36310;55;34534;35
5802800;5967121;419;29340;131;83;29844;174;163;36564;166;156;34018;64;36478;55;34702;35
5802801;5967121;424;29708;132;83;30014;180;168;36932;172;161;34386;64;36837;55;35061;35
5804689;5967121;394;27564;116;73;27663;122;101;41813;136;118;42661;56;33454;48;33454;30
5804690;5967121;391;27393;117;74;27438;121;98;41642;139;124;43087;55;33445;47;33445;30
5804691;5967121;394;27594;125;79;27648;133;106;42167;141;129;41985;53;33429;46;33429;29
5804692;5967121;397;27786;127;80;27738;139;109;42359;144;132;42178;55;33868;48;33868;30
5804693;5967121;430;30111;127;80;27738;156;142;45751;168;135;48417;64;40718;55;40718;35
5804694;5967121;424;29672;132;84;30983;156;135;45312;164;129;47978;64;40324;55;40324;35
5804695;5967121;423;29598;132;84;30983;156;134;45238;163;128;47904;63;38956;54;38956;35
5804696;5967121;419;29322;127;81;29605;129;106;33753;154;113;46884;63;39405;55;39405;34
5804697;5967121;418;29253;128;81;29643;129;104;33658;154;112;46789;63;39001;54;39001;34
5804698;5967121;425;29781;129;82;30241;141;126;44652;159;120;47317;63;39069;54;39069;35
5804699;5967121;413;28883;130;82;29328;156;139;44225;157;132;46891;63;35981;54;34204;34
5804700;5967121;412;28842;129;82;29196;156;138;44183;157;132;46849;62;35921;54;34144;34
5804701;5967121;416;29092;131;83;29680;156;142;44433;161;135;47099;63;36310;54;34533;34
5804702;5967121;417;29156;130;82;29330;156;143;44497;161;136;47163;64;36128;55;34352;35
5804703;5967121;419;29305;133;84;29981;164;145;44647;164;138;47312;64;36303;55;34526;35
5804704;5967121;421;29453;133;84;29981;164;147;44795;166;140;47460;64;36702;55;34925;35
5804705;5967121;417;29175;133;84;29981;171;160;36399;165;153;33852;64;36125;55;34348;35
5804706;5967121;416;29135;130;83;29739;171;160;36359;165;153;33813;63;36414;55;34637;35
5804707;5967121;420;29410;132;83;30014;174;164;36634;168;157;34087;64;36927;55;35150;35
5806593;5967121;394;27579;114;72;27756;118;101;41828;131;111;42223;56;33550;48;33550;30
5806594;5967121;389;27210;116;74;27349;119;96;41459;136;117;42582;55;33203;47;33203;30
5806595;5967121;388;27176;117;74;27247;121;95;41425;139;121;42870;54;33085;47;33085;30
5806596;5967121;391;27360;125;79;27648;125;103;41933;139;125;41752;53;32812;46;32812;29
5806597;5967121;396;27736;127;80;27738;134;108;42309;144;131;42127;57;33721;49;33721;32
5806598;5967121;401;28046;128;81;27706;146;111;44497;150;135;42437;56;33953;48;33953;31
5806599;5967121;422;29508;128;81;29676;156;133;45148;163;127;47814;64;40075;55;40075;35
5806600;5967121;418;29281;128;81;29676;149;130;44921;159;123;47586;63;39932;54;39932;34
5806601;5967121;415;29082;127;81;29605;132;107;33865;154;115;46997;63;39327;54;39327;34
5806602;5967121;419;29364;128;81;29840;129;106;33795;154;114;46926;63;39139;54;39139;34
5806603;5967121;422;29512;128;81;29883;141;123;44409;154;116;47075;63;35926;55;34150;35
5806604;5967121;413;28879;129;81;29048;156;139;44221;157;132;46886;62;35863;53;34087;34
5806605;5967121;408;28566;129;81;29048;156;134;43908;156;128;46573;62;35726;54;33950;34
5806606;5967121;411;28753;130;82;29321;156;137;44095;157;130;46761;62;35787;54;34010;34
5806607;5967121;413;28936;130;82;29327;156;139;44278;159;133;46943;63;36149;54;34372;34
5806608;5967121;418;29256;131;83;29546;161;144;44598;164;137;47264;63;36493;54;34717;34
5806609;5967121;423;29577;133;84;29981;167;149;44918;166;142;47584;64;36674;55;34898;35
5806610;5967121;412;28820;128;81;29090;165;155;36044;161;148;33497;62;35861;54;34085;34
5806611;5967121;414;28979;128;81;29090;170;158;36203;164;151;33657;62;36266;54;34490;34
5806612;5967121;418;29226;130;82;29304;173;163;43380;165;154;33904;63;36417;54;34640;35
5806613;5967121;441;30842;135;85;31038;200;184;62909;179;169;52109;66;37715;57;35939;37
5808496;5967121;395;27617;113;71;27752;119;106;42174;122;105;43743;57;33481;49;33481;31
5808497;5967121;399;27906;115;73;28063;124;106;42155;134;116;42575;57;33929;49;33929;31
5808498;5967121;397;27802;116;74;27932;125;104;42051;136;118;42696;56;33719;48;33719;31
5808499;5967121;385;26961;118;75;27211;121;97;41534;139;120;41352;54;32944;47;32944;30
5808500;5967121;389;27252;132;84;28000;125;101;41825;139;124;41643;56;32549;48;32549;31
5808501;5967121;401;28086;136;86;28155;150;112;44538;150;136;42478;57;34031;49;34031;31
5808502;5967121;401;28099;128;81;27706;150;112;44550;150;136;42490;57;34229;49;34229;31
5808503;5967121;423;29606;126;80;27610;156;135;45246;163;128;47912;57;40203;49;40203;31
5808504;5967121;418;29294;128;81;29676;149;130;44934;159;124;47600;63;39823;54;39823;34
5808505;5967121;413;28915;127;80;29326;141;125;44555;154;118;47220;63;39502;54;39502;34
5808506;5967121;412;28829;126;80;29256;141;124;44543;154;118;47208;63;39642;54;34119;34
5808507;5967121;409;28611;129;81;29102;156;132;43760;155;125;46426;63;35700;55;33923;34
5808508;5967121;406;28426;127;80;28814;144;129;43575;155;123;46241;62;35401;53;33624;34
5808509;5967121;405;28369;127;80;28708;149;131;43711;155;125;46377;62;35476;53;33700;34
5808510;5967121;410;28671;127;80;28818;156;136;44012;156;129;46678;63;35965;54;34189;34
5808511;5967121;408;28550;131;83;29546;156;134;43891;156;127;46557;63;36367;54;34590;34
5808512;5967121;411;28793;131;83;29546;165;155;36017;161;148;33471;63;36552;54;34776;34
5808513;5967121;408;28592;126;80;28815;162;153;43580;161;145;33270;62;35351;54;33574;34
5808514;5967121;407;28507;128;81;29090;162;152;43494;158;144;33185;62;35611;54;33835;34
5808515;5967121;411;28799;130;82;29304;165;155;36022;161;148;33476;63;35875;54;34099;35
5808516;5967121;415;29036;135;85;29850;171;158;36260;164;151;33713;63;36334;55;34558;35
5808517;5967121;421;29447;135;85;29850;172;157;43676;165;151;34200;63;36520;55;34743;35
5808518;5967121;426;29832;135;85;29850;173;163;44061;168;153;46726;66;37994;57;36218;37
5810399;5967121;391;27353;111;71;27449;123;102;41594;114;101;43479;55;33085;47;33085;30
5810400;5967121;393;27531;112;71;27579;125;106;41772;119;104;43657;57;33511;49;33511;31
5810401;5967121;401;28094;115;73;28141;125;108;42344;139;119;42763;57;34065;49;34065;31
5810402;5967121;381;26640;115;73;28141;118;99;41676;134;115;41031;57;32590;49;32590;31
5810403;5967121;382;26711;124;79;27168;118;99;41690;134;116;41102;53;32918;46;32918;29
5810404;5967121;391;27357;136;86;28155;125;103;41930;139;125;41748;55;32556;47;32556;30
5810405;5967121;402;28143;136;86;28155;150;113;44594;153;137;42534;56;34183;48;34183;31
5810406;5967121;404;28249;126;80;27610;150;114;44700;153;138;42640;57;34278;49;34278;32
5810407;5967121;406;28413;125;79;27427;150;117;44864;161;142;35396;63;36371;54;34595;34
5810408;5967121;418;29230;128;81;29270;144;129;44870;159;123;47535;63;36037;54;34261;34
5810409;5967121;409;28618;126;80;29131;132;107;33048;154;115;46180;62;35661;54;33885;34
5810410;5967121;406;28428;125;79;28844;129;105;32859;154;112;45990;62;35484;53;33707;33
5810411;5967121;410;28682;125;79;28864;156;133;43832;156;127;46498;62;35648;53;33871;34
5810412;5967121;402;28133;127;80;28741;141;125;43282;152;127;35519;62;35344;53;33567;34
5810413;5967121;400;27976;124;79;28312;141;126;43318;151;128;35554;62;35131;53;33354;33
5810414;5967121;402;28147;126;80;28630;141;128;43489;153;130;35726;62;35393;53;33617;34
5810415;5967121;408;28555;126;80;28630;156;134;43896;156;127;46562;62;35710;54;33933;34
5810416;5967121;403;28237;131;83;29546;159;148;43224;156;140;32915;62;35138;53;33362;34
5810417;5967121;403;28205;126;80;28815;159;147;43192;155;140;32883;62;35218;53;33441;34
5810418;5967121;407;28463;126;80;28815;162;151;43450;158;143;33141;62;35648;54;33871;34
5810419;5967121;414;28997;128;81;29265;170;158;36221;164;151;33675;63;35999;54;34223;34
5810420;5967121;417;29219;135;85;29850;172;159;43778;165;152;34302;63;36402;55;34626;35
5810421;5967121;420;29434;135;85;29850;172;157;43663;165;151;34187;63;36509;55;34733;35
5810422;5967121;424;29676;135;85;29850;173;160;43905;166;154;34429;63;37829;56;36053;36
5810423;5967121;455;31883;143;91;31814;193;177;62434;177;162;51634;63;36648;56;36648;36
5810457;5967121;522;36540;150;95;36012;133;113;44583;131;111;46222;64;42140;55;41843;34
5810458;5967121;520;36404;154;97;36815;131;111;44447;131;109;46086;64;42695;55;42397;34
5810462;5967121;521;36484;161;102;36941;121;110;44511;120;111;44511;68;44121;58;43824;36
5810463;5967121;521;36484;161;102;36865;115;107;44274;115;107;44274;68;44193;58;43895;36
5810464;5967121;527;36870;163;103;36971;113;105;44156;113;105;44156;69;44602;59;44305;37
5812300;5967121;385;26919;110;70;27051;120;97;41160;108;95;43045;55;32692;47;32692;30
5812301;5967121;388;27150;111;70;27254;122;100;41391;114;99;43276;55;33170;47;33170;30
5812302;5967121;392;27457;111;70;27395;125;105;41698;117;103;43583;55;33596;47;33596;30
5812303;5967121;381;26652;115;73;28141;124;107;42248;134;115;41043;53;34130;46;34130;29
5812304;5967121;377;26399;124;79;27168;122;104;42002;131;112;40790;53;32361;46;32361;29
5812305;5967121;378;26449;124;79;27168;122;104;42060;131;112;40840;52;31929;45;31929;28
5812306;5967121;379;26562;124;78;26948;122;108;40827;134;114;40953;55;32787;47;32787;30
5812307;5967121;381;26700;123;78;26845;129;112;41092;134;116;41092;55;32665;47;32665;30
5812308;5967121;386;27003;123;78;27072;143;129;42304;144;133;42304;57;33881;50;33881;32
5812309;5967121;386;27015;125;79;27427;146;127;44068;149;134;42317;63;36305;54;34528;34
5812310;5967121;389;27212;128;81;29355;150;129;44265;150;136;42514;63;36111;54;34335;34
5812311;5967121;408;28564;128;81;29331;132;107;32995;154;114;46126;62;35665;53;33889;34
5812312;5967121;404;28265;125;79;28732;129;103;32751;153;111;45883;62;35413;53;33637;33
5812313;5967121;401;28093;124;78;28520;129;106;32966;152;122;35668;61;35124;53;33347;33
5812314;5967121;400;28021;124;78;28493;132;107;32523;149;123;35226;62;35140;53;33364;33
5812315;5967121;396;27717;124;78;28157;137;108;32197;147;126;35410;61;34837;52;33061;33
5812316;5967121;399;27919;125;79;28373;141;126;42864;149;129;35101;61;35208;52;33431;33
5812317;5967121;402;28164;125;79;28373;149;130;43110;153;133;35347;61;35615;52;33839;33
5812318;5967121;401;28101;125;79;28373;159;146;43088;152;138;32779;61;34997;53;33220;33
5812319;5967121;399;27954;126;80;28815;153;144;42942;150;136;32632;61;35227;53;33451;33
5812320;5967121;411;28797;128;81;29265;165;155;36021;161;148;33474;63;35716;54;33940;34
5812321;5967121;412;28819;128;81;29265;165;155;36043;161;148;33496;63;36084;55;34308;35
5812322;5967121;415;29020;128;81;29265;167;149;43132;158;143;33656;63;36512;55;34735;35
5812323;5967121;418;29276;135;85;29850;169;153;43389;162;147;33913;63;35858;55;34081;35
5812324;5967121;425;29754;147;93;31568;173;162;43982;166;155;34507;63;36837;56;36837;36
5812325;5967121;455;31844;147;93;31568;193;178;63318;177;161;50702;63;36655;56;36655;36
5812353;5967121;492;34439;145;92;34591;116;101;42271;127;102;41895;62;40664;53;40366;33
5812354;5967121;495;34645;146;93;34889;117;104;42478;129;105;42102;62;40883;53;40586;33
5812355;5967121;503;35196;149;94;35467;122;113;42677;132;113;42677;63;41021;54;40723;33
5812356;5967121;501;35078;149;94;35463;120;111;42537;130;111;42537;63;41442;54;41145;33
5812358;5967121;531;37167;149;94;35741;141;127;45520;146;128;45520;63;42122;54;41825;33
5812359;5967121;528;36966;157;99;36471;140;124;45318;139;122;46958;65;42151;56;41854;35
5812360;5967121;523;36630;156;99;36642;138;126;55274;136;117;46622;65;43101;56;42803;35
5812361;5967121;521;36492;157;99;36871;134;116;44056;131;115;46484;65;43073;56;42775;35
5812362;5967121;519;36332;156;98;36540;125;109;43588;126;107;45228;65;43678;56;43380;35
5812363;5967121;517;36218;157;99;36569;122;108;43475;126;106;45114;66;43608;57;43310;35
5812364;5967121;518;36246;159;101;36573;121;111;43524;119;109;45314;67;43850;57;43553;36
5812365;5967121;519;36347;159;101;36578;121;113;43632;119;115;46253;67;44319;57;44021;36
5812366;5967121;523;36595;165;104;36774;114;107;44251;115;107;44251;70;44998;60;44701;38
5814173;5967121;354;24814;102;65;24958;133;116;31988;129;103;31139;57;28445;51;28378;36
5814174;5967121;364;25492;105;67;25578;141;126;32667;138;112;31817;58;29085;51;29018;36
5814175;5967121;365;25584;105;67;25578;141;127;32758;138;114;31909;59;32342;52;32275;36
5814176;5967121;373;26116;101;64;26412;157;130;33122;165;143;33979;56;31237;49;29584;34
5814201;5967121;382;26733;109;69;26910;119;95;40974;108;93;42859;54;32712;47;32712;30
5814202;5967121;385;26982;110;69;27093;120;98;41224;108;96;43109;55;32373;47;32373;30
5814203;5967121;392;27474;120;76;26483;125;105;41715;117;103;43600;54;33306;46;33306;29
5814204;5967121;378;26443;120;76;26483;122;106;40708;131;112;40834;54;32394;46;32394;29
5814205;5967121;374;26174;119;75;26110;118;103;40438;131;108;40565;53;32027;45;32027;29
5814206;5967121;374;26171;124;79;27051;118;102;40436;131;108;40562;52;31782;45;31782;28
5814207;5967121;376;26318;123;78;26845;121;105;40583;131;111;40710;54;32420;46;32420;29
5814208;5967121;378;26481;121;77;26528;122;107;40746;131;113;40872;55;32556;47;32556;30
5814209;5967121;384;26855;123;78;27072;143;127;42157;144;131;42157;57;33708;49;33708;31
5814210;5967121;383;26792;123;78;27072;143;126;42094;144;130;42094;57;33700;49;33700;31
5814211;5967121;386;27009;128;81;29355;143;129;42310;144;133;42310;63;36354;54;34578;34
5814212;5967121;409;28645;125;79;28980;137;108;33076;154;115;46207;62;35826;54;34049;34
5814213;5967121;404;28299;125;79;28980;137;108;33104;153;116;46235;62;35746;53;33969;34
5814214;5967121;399;27948;123;78;28288;129;105;32382;148;121;35084;61;34995;52;33218;33
5814215;5967121;397;27810;123;78;28186;129;103;32244;147;119;34946;61;35034;52;33257;33
5814216;5967121;394;27548;124;78;28474;132;106;32029;143;124;34731;62;34712;53;32935;34
5814217;5967121;394;27570;125;79;28373;132;106;32050;143;124;34753;61;34667;52;32890;33
5814218;5967121;395;27637;125;79;28373;132;107;32117;148;125;34820;61;35303;52;33526;33
5814219;5967121;399;27897;122;77;27783;149;143;42884;148;135;32574;61;34907;53;33130;33
5814220;5967121;396;27713;122;77;27783;147;140;42700;146;133;32390;61;34987;53;33210;33
5814221;5967121;415;29063;128;81;29265;171;159;36286;164;152;33740;61;36066;53;34290;33
5814222;5967121;415;29082;128;81;29265;171;159;36306;165;152;33760;63;36256;55;34479;35
5814223;5967121;411;28801;137;87;29061;164;146;42914;156;140;33438;63;35779;55;34002;35
5814224;5967121;411;28755;137;87;29061;164;146;42868;154;139;33392;63;35867;55;34091;36
5814225;5967121;455;31839;136;86;29079;193;178;63313;177;161;50697;64;36886;55;36886;36
5814226;5967121;451;31605;147;93;31568;189;173;64958;175;158;50463;64;36712;55;36712;36
5814227;5967121;447;31290;147;93;31568;183;168;64644;171;153;50148;63;36577;56;36577;36
5814253;5967121;485;33925;145;92;34002;117;106;42638;130;107;42262;62;40712;53;40415;33
5814254;5967121;487;34120;145;92;34591;133;118;43471;136;108;46163;62;40926;53;40628;33
5814255;5967121;487;34067;146;93;34952;131;117;43417;130;108;46109;62;41101;53;40804;33
5814256;5967121;505;35358;149;94;35475;126;115;42838;138;115;42838;64;41503;55;41206;34
5814257;5967121;511;35804;152;96;36076;134;121;43263;145;121;43263;64;41986;55;41689;34
5814258;5967121;507;35505;151;95;35809;129;117;42964;138;117;42964;63;41828;54;41531;34
5814259;5967121;510;35726;151;96;35942;131;120;43185;145;120;43185;64;42098;55;41800;34
5814260;5967121;528;36942;157;99;36471;140;123;45295;137;121;46934;65;44524;56;44227;35
5814261;5967121;524;36687;157;99;36471;138;127;55337;136;118;46679;66;43295;57;42998;36
5814262;5967121;523;36600;157;99;36352;131;113;43856;129;111;45495;65;43169;56;42871;35
5814263;5967121;521;36487;157;99;36238;130;112;43744;128;110;45383;66;43428;56;43131;35
5814264;5967121;515;36058;158;100;36427;123;109;43581;125;107;45221;66;43485;57;43187;36
5814265;5967121;512;35860;158;100;36275;119;107;52068;122;105;44793;66;43722;57;43424;36
