from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5800879;5934915;291;20380;82;52;20476;76;46;20130;84;70;21574;33;20426;29;20426;18
5800880;5934915;295;20659;83;52;20809;83;50;20409;89;74;21853;32;20701;28;20701;17
5800881;5934915;344;24054;83;52;20809;110;92;26284;130;95;26284;39;20329;35;20329;23
5800882;5934915;303;21201;96;61;24066;105;88;24322;125;91;24322;43;27503;38;27503;24
5800883;5934915;303;21237;89;56;21596;110;89;24358;130;92;24358;43;27281;38;27281;24
5800884;5934915;302;21158;87;55;21273;88;68;23446;111;71;23446;40;25289;36;25289;23
5800885;5934915;298;20894;87;55;21261;79;64;23219;111;67;23219;40;24992;35;24992;23
5800886;5934915;296;20746;87;55;21259;82;66;23362;111;69;23362;40;25283;35;25283;23
5800887;5934915;298;20867;89;56;21582;88;70;23636;111;73;23636;40;25367;35;25367;23
5800888;5934915;290;20324;88;56;20372;114;90;23148;119;93;23148;41;22558;36;20782;22
5800889;5934915;296;20728;88;56;20372;122;96;23551;122;99;23551;42;23147;37;21371;23
5800890;5934915;297;20804;89;56;20495;122;97;23627;123;100;23627;42;23060;37;21284;23
5800891;5934915;300;21015;92;58;21068;129;104;23706;127;103;23838;42;22937;37;21161;23
5800892;5934915;299;20952;92;58;21124;126;99;23775;123;102;23775;42;23411;37;21635;23
5800893;5934915;302;21113;92;58;21124;129;106;23804;127;104;23936;42;23952;37;22176;23
5800894;5934915;300;20967;90;57;21134;134;122;23303;131;119;22602;43;23232;38;21456;24
5800895;5934915;296;20727;89;57;20965;133;119;23063;129;116;22362;42;23132;37;21356;24
5802783;5934915;290;20282;81;51;20226;72;44;20032;83;69;21476;33;20423;29;20423;18
5802784;5934915;288;20162;81;51;20226;68;43;19912;83;67;21357;33;20393;29;20393;18
5802785;5934915;292;20441;83;52;20797;78;47;20191;84;71;21636;33;19899;29;19899;18
5802786;5934915;305;21338;83;52;20809;114;90;24460;130;93;24460;43;20081;38;20081;24
5802787;5934915;301;21101;83;52;20809;105;87;24222;125;90;24222;43;27314;38;27314;24
5802788;5934915;299;20903;89;56;21606;105;84;24025;120;87;24025;42;27068;38;27068;24
5802789;5934915;299;20904;89;56;21606;105;84;24025;120;87;24025;41;25530;36;25530;23
5802790;5934915;300;20972;89;56;21656;88;68;23468;111;71;23468;41;25053;36;25053;23
5802791;5934915;292;20474;85;54;20684;85;67;22826;111;70;22826;40;25326;35;25326;23
5802792;5934915;296;20710;85;54;20684;88;70;23062;111;73;23062;41;25628;36;25628;23
5802793;5934915;287;20096;88;56;20372;105;87;22919;117;90;22919;41;22500;36;20723;22
5802794;5934915;292;20432;88;56;20372;114;92;23255;122;95;23255;41;22785;36;21008;23
5802795;5934915;292;20432;89;56;20495;114;92;23255;122;95;23255;42;22786;37;21009;23
5802796;5934915;294;20546;91;58;21055;114;93;23369;122;96;23369;41;22982;37;21205;23
5802797;5934915;299;20907;92;58;21110;122;98;23730;123;101;23730;42;23302;37;21526;23
5802798;5934915;301;21082;90;57;20782;129;105;23772;127;104;23905;42;23045;37;21269;23
5802799;5934915;292;20410;88;56;20546;128;114;22746;124;112;22045;41;22546;37;20769;23
5802800;5934915;290;20331;88;56;20645;128;113;22667;122;110;21966;42;22714;37;20937;23
5802801;5934915;296;20699;89;56;20814;133;118;23035;129;116;22334;42;23073;37;21296;24
5804689;5934915;287;20116;82;52;20132;64;42;19866;76;58;20714;33;20114;30;20114;19
5804690;5934915;285;19945;81;51;19906;64;40;19695;79;64;21140;33;20106;29;20106;18
5804691;5934915;288;20146;85;54;20117;76;47;20220;83;69;20038;31;20089;28;20089;17
5804692;5934915;291;20338;87;55;20207;83;50;20412;84;72;20230;33;20528;30;20528;19
5804693;5934915;301;21102;87;55;20207;105;87;24223;125;90;24223;42;27378;37;27378;23
5804694;5934915;295;20663;89;57;21784;105;81;23784;120;84;23784;42;26984;37;26984;23
5804695;5934915;294;20589;89;57;21784;105;79;23710;120;82;23710;41;25617;36;25617;23
5804696;5934915;290;20313;85;54;20406;79;65;22691;111;68;22691;41;26066;37;26066;23
5804697;5934915;289;20244;85;54;20444;79;64;22596;111;67;22596;40;25662;36;25662;22
5804698;5934915;297;20772;87;55;21042;88;71;23124;115;74;23124;41;25729;36;25729;23
5804699;5934915;284;19874;87;55;20129;105;84;22697;113;87;22697;41;22216;36;20439;22
5804700;5934915;283;19833;86;55;19997;105;83;22656;113;86;22656;40;22156;36;20379;22
5804701;5934915;287;20083;89;56;20480;105;87;22906;117;90;22906;41;22545;36;20769;23
5804702;5934915;288;20146;87;55;20131;105;88;22969;117;91;22969;41;22364;37;20587;23
5804703;5934915;290;20296;90;57;20782;114;90;23119;119;93;23119;42;22538;37;20762;23
5804704;5934915;292;20444;90;57;20782;114;92;23267;122;95;23267;42;22937;37;21161;23
5804705;5934915;288;20166;90;57;20782;125;111;22502;122;108;21801;42;22360;37;20583;23
5804706;5934915;288;20126;88;55;20540;125;110;22462;122;107;21761;41;22649;37;20873;23
5804707;5934915;291;20400;89;56;20814;128;114;22736;124;111;22036;42;23162;37;21386;24
5806593;5934915;288;20131;83;52;20225;59;42;19881;73;51;20276;34;20211;30;20211;19
5806594;5934915;282;19761;80;51;19818;62;37;19511;76;57;20634;33;19864;29;19864;18
5806595;5934915;282;19728;79;50;19716;64;36;19478;79;61;20922;32;19746;28;19746;18
5806596;5934915;284;19912;85;54;20117;68;44;19986;79;66;19804;31;19472;28;19472;17
5806597;5934915;290;20287;87;55;20207;78;49;20361;84;71;20179;35;20382;31;20382;20
5806598;5934915;294;20598;85;54;20174;89;47;20672;90;75;20490;34;20614;30;20614;19
5806599;5934915;293;20499;85;54;20477;105;78;23621;120;81;23621;42;26735;37;26735;23
5806600;5934915;290;20272;85;54;20477;97;75;23393;115;78;23393;41;26592;36;26592;23
5806601;5934915;287;20073;85;54;20406;82;67;22803;111;70;22803;41;25987;36;25987;22
5806602;5934915;291;20355;85;54;20640;79;66;22733;111;69;22733;41;25800;36;25800;23
5806603;5934915;293;20503;85;54;20684;88;68;22881;111;71;22881;41;22161;36;20385;23
5806604;5934915;284;19870;86;54;19849;105;84;22693;113;87;22693;40;22098;35;20322;22
5806605;5934915;279;19557;86;54;19849;105;79;22380;112;82;22380;40;21961;36;20185;22
5806606;5934915;282;19744;87;55;20122;105;82;22567;113;85;22567;40;22022;36;20246;22
5806607;5934915;285;19927;87;55;20128;105;84;22750;116;87;22750;41;22384;36;20608;22
5806608;5934915;289;20247;88;56;20347;110;89;23070;119;92;23070;41;22729;36;20952;22
5806609;5934915;294;20568;90;57;20782;117;94;23391;122;97;23391;42;22909;37;21133;23
5806610;5934915;283;19810;85;54;19891;119;106;22146;118;103;21446;40;22096;36;20320;23
5806611;5934915;285;19970;85;54;19891;124;108;22306;121;105;21605;40;22502;36;20725;23
5806612;5934915;289;20217;87;55;20105;127;116;21852;122;109;21852;41;22652;36;20875;23
5806613;5934915;312;21833;92;58;21839;154;139;23468;139;127;31099;44;23950;39;22174;25
5808496;5934915;288;20188;82;52;20220;59;47;20226;63;47;19910;34;20141;30;20141;19
5808497;5934915;292;20458;84;53;20531;65;47;20208;75;56;20627;35;20589;31;20589;19
5808498;5934915;291;20354;84;53;20401;67;45;20104;76;58;20749;34;20379;30;20379;19
5808499;5934915;279;19513;79;50;19679;64;38;19587;79;60;19405;32;19604;28;19604;18
5808500;5934915;283;19804;93;59;20468;68;42;19877;79;64;19695;34;19177;30;19177;19
5808501;5934915;295;20638;96;61;20623;92;48;20712;90;76;20530;34;20691;31;20691;20
5808502;5934915;295;20650;85;54;20174;92;48;20724;90;76;20542;34;20889;31;20889;20
5808503;5934915;294;20597;83;53;20078;105;80;23719;120;83;23719;34;26864;31;26864;20
5808504;5934915;290;20285;85;54;20477;97;75;23406;115;78;23406;41;26483;36;26483;23
5808505;5934915;284;19906;84;53;20126;88;70;23027;111;73;23027;41;26162;36;26162;22
5808506;5934915;283;19820;84;53;20057;88;70;23015;111;73;23015;41;22131;36;20355;22
5808507;5934915;280;19602;86;54;19903;105;77;22233;111;80;22233;41;21935;36;20159;23
5808508;5934915;277;19417;84;53;19615;92;74;22048;111;77;22048;40;21636;35;19860;22
5808509;5934915;277;19360;84;53;19509;97;76;22183;111;79;22183;40;21711;35;19935;22
5808510;5934915;281;19662;84;53;19619;105;81;22484;112;84;22484;41;22200;36;20424;22
5808511;5934915;279;19541;88;56;20347;105;79;22364;112;82;22364;41;22602;36;20826;22
5808512;5934915;283;19784;88;56;20347;119;105;22120;118;103;21419;41;22787;36;21011;22
5808513;5934915;280;19583;83;53;19616;114;98;22052;118;100;21218;40;21586;36;19810;22
5808514;5934915;279;19498;85;54;19891;114;97;21966;114;98;21133;40;21846;36;20070;22
5808515;5934915;283;19790;87;55;20105;119;105;22126;118;103;21424;41;22110;36;20334;23
5808516;5934915;286;20026;92;58;20651;125;109;22363;121;106;21662;41;22570;37;20793;23
5808517;5934915;292;20438;92;58;20651;126;112;22148;123;105;22148;41;22755;37;20979;23
5808518;5934915;297;20823;92;58;20651;127;118;22533;126;111;22533;44;24229;39;22453;25
5810399;5934915;285;19924;81;51;19918;62;44;19647;54;43;19647;33;19745;29;19745;18
5810400;5934915;287;20102;82;52;20048;64;47;19824;61;46;19824;35;20172;31;20172;20
5810401;5934915;295;20646;84;53;20609;67;50;20396;79;59;20816;35;20726;31;20726;20
5810402;5934915;274;19192;84;53;20609;60;40;19729;75;55;19084;35;19251;31;19251;20
5810403;5934915;275;19263;82;52;19637;60;40;19742;75;56;19155;31;19578;28;19578;17
5810404;5934915;284;19909;96;61;20623;68;44;19983;79;65;19801;32;19184;29;19184;18
5810405;5934915;296;20695;96;61;20623;92;49;20769;94;77;20587;34;20844;30;20844;19
5810406;5934915;297;20800;83;53;20078;92;50;20874;94;78;20692;35;20939;31;20939;20
5810407;5934915;300;20965;82;52;19896;92;53;21039;98;81;20857;41;22607;36;20830;22
5810408;5934915;289;20220;85;54;20071;92;74;23342;115;77;23342;41;22272;36;20496;22
5810409;5934915;280;19609;83;53;19932;82;66;21986;111;69;21986;40;21897;35;20120;22
5810410;5934915;277;19419;82;52;19645;79;64;21797;111;67;21797;40;21719;35;19942;22
5810411;5934915;281;19673;82;52;19665;105;78;22304;112;81;22304;40;21883;35;20107;22
5810412;5934915;273;19124;84;53;19542;88;70;21755;111;73;21755;40;21579;35;19802;22
5810413;5934915;271;18967;82;52;19113;88;71;21790;108;74;21790;40;21366;35;19589;22
5810414;5934915;273;19138;83;53;19430;88;73;21961;111;76;21961;40;21628;35;19852;22
5810415;5934915;279;19546;83;53;19430;105;79;22369;112;82;22369;40;21945;36;20168;22
5810416;5934915;275;19228;88;56;20347;110;93;21697;113;95;20863;39;21374;35;19597;22
5810417;5934915;274;19196;83;53;19616;110;93;21664;112;94;20831;39;21453;35;19677;22
5810418;5934915;278;19454;83;53;19616;114;96;21923;114;98;21089;40;21883;36;20107;22
5810419;5934915;286;19988;85;54;20066;124;108;22324;121;105;21623;41;22234;36;20458;23
5810420;5934915;289;20210;92;58;20651;126;114;22250;122;107;22250;41;22637;37;20861;23
5810421;5934915;292;20425;92;58;20651;126;112;22136;123;105;22136;41;22744;37;20968;23
5810422;5934915;295;20667;92;58;20651;127;116;22378;124;109;22378;41;24064;37;22288;25
5810423;5934915;314;22004;99;63;21660;147;136;25178;139;120;30624;41;23395;37;23395;25
5810457;5934915;321;22448;90;57;21614;90;80;24360;86;75;24306;35;23087;30;22307;20
5810458;5934915;319;22312;93;59;22417;88;81;26045;86;73;24169;35;23641;30;22861;20
5810462;5934915;319;22300;99;63;22513;81;68;25850;83;73;25850;38;25068;33;24287;22
5810463;5934915;318;22295;99;63;22437;75;65;25627;78;70;25627;38;25139;33;24359;22
5810464;5934915;319;22336;101;64;22469;76;68;25829;79;73;25829;39;25549;34;24768;22
5812300;5934915;278;19490;79;50;19519;58;38;19212;48;37;19212;33;19353;29;19353;18
5812301;5934915;282;19721;80;51;19723;60;42;19444;54;41;19444;33;19830;29;19830;18
5812302;5934915;286;20027;81;51;19864;64;46;19750;58;45;19750;33;20257;29;20257;18
5812303;5934915;274;19204;84;53;20609;65;48;20301;75;55;19096;31;20790;28;20790;17
5812304;5934915;271;18950;82;52;19637;63;45;20054;73;52;18842;31;19021;28;19021;17
5812305;5934915;271;19001;82;52;19637;63;45;20112;73;52;18893;30;18589;27;18589;17
5812306;5934915;273;19114;81;51;19416;63;49;18879;75;54;19006;33;19447;29;19447;18
5812307;5934915;275;19252;80;51;19313;70;59;19144;75;56;19144;33;19325;29;19325;18
5812308;5934915;280;19574;80;51;19541;87;76;20357;84;73;20357;35;20541;31;20541;20
5812309;5934915;280;19586;82;52;19896;89;63;20243;89;74;20369;41;22540;36;20764;22
5812310;5934915;283;19783;85;54;20156;92;65;20440;90;76;20566;41;22347;36;20570;22
5812311;5934915;279;19555;85;54;20132;82;66;21933;111;69;21933;40;21900;35;20124;22
5812312;5934915;275;19256;82;52;19532;79;62;21689;111;65;21689;39;21649;35;19872;22
5812313;5934915;273;19084;81;51;19321;79;65;21904;111;68;21904;39;21359;35;19583;21
5812314;5934915;272;19012;81;51;19294;82;66;21461;106;69;21461;39;21376;35;19599;22
5812315;5934915;267;18708;81;51;18957;85;69;21645;103;79;26324;38;21073;34;19296;21
5812316;5934915;270;18910;82;52;19174;88;71;21337;105;83;26616;39;21443;34;19667;21
5812317;5934915;274;19155;82;52;19174;97;75;21582;111;79;21582;39;21850;34;20074;21
5812318;5934915;273;19092;82;52;19174;110;91;21560;110;93;20727;39;21232;35;19456;22
5812319;5934915;271;18945;83;53;19616;103;89;21414;108;91;20580;39;21462;35;19686;22
5812320;5934915;283;19788;85;54;20066;119;105;22124;118;103;21423;41;21951;36;20175;23
5812321;5934915;283;19810;85;54;20066;119;106;22146;118;103;21445;41;22319;36;20543;23
5812322;5934915;286;20011;85;54;20066;121;104;21605;115;97;21605;41;22747;36;20971;23
5812323;5934915;290;20267;92;58;20651;123;108;21862;119;101;21862;41;22093;36;20317;23
5812324;5934915;296;20744;102;65;21414;127;117;22455;124;110;22455;41;23584;37;23584;25
5812325;5934915;314;21964;102;65;21414;147;135;25139;139;118;29692;41;23403;37;23403;25
5812353;5934915;291;20347;85;54;20193;66;54;21193;70;50;21247;32;21610;28;20830;18
5812354;5934915;294;20553;86;54;20491;68;57;21399;74;53;21453;33;21830;28;21049;18
5812355;5934915;301;21104;88;56;21069;73;65;21975;80;62;22029;34;21967;29;21187;19
5812356;5934915;300;20986;88;56;21066;71;63;21835;78;60;21889;33;22389;29;21608;19
5812358;5934915;330;23068;89;56;21343;100;89;26590;103;88;25242;34;23069;29;22288;19
5812359;5934915;327;22866;96;61;22073;98;86;26389;97;85;25041;36;23098;31;22317;20
5812360;5934915;322;22531;95;60;22244;95;81;26053;93;80;24705;36;24047;31;23267;20
5812361;5934915;320;22393;96;61;22474;91;77;25744;87;79;25300;36;24019;31;23239;20
5812362;5934915;317;22208;95;60;22143;86;70;25276;84;72;24816;36;24624;31;23844;20
5812363;5934915;316;22095;96;61;22160;82;69;25160;84;69;22981;37;24554;32;23774;21
5812364;5934915;315;22062;98;62;22145;78;64;25136;79;69;25136;37;24797;32;24016;21
5812365;5934915;317;22158;98;62;22150;78;65;25243;80;70;25243;38;25265;33;24485;21
5812366;5934915;315;22061;100;63;22271;80;72;23758;82;72;23758;41;25945;35;25164;23
5814173;5934915;364;25512;108;69;25767;99;79;28098;116;80;28098;51;30569;43;30557;30
5814174;5934915;374;26190;112;71;26388;105;89;28776;122;90;28776;51;31209;43;31198;30
5814175;5934915;375;26282;112;71;26388;105;90;28868;122;91;28868;51;29711;44;29700;30
5814176;5934915;345;24129;98;62;24426;134;120;30938;144;121;30938;48;28096;41;28085;28
5814201;5934915;276;19303;79;50;19378;56;36;19026;48;35;19026;32;19372;29;19372;18
5814202;5934915;279;19553;79;50;19561;58;39;19276;48;38;19276;33;19033;29;19033;18
5814203;5934915;286;20045;77;49;18952;64;46;19768;58;45;19768;32;19967;28;19967;18
5814204;5934915;271;18995;77;49;18952;63;47;18760;73;52;18887;32;19054;28;19054;18
5814205;5934915;268;18725;76;48;18578;59;44;18491;73;49;18617;31;18688;27;18688;17
5814206;5934915;267;18723;81;51;19519;59;44;18488;73;49;18615;30;18442;27;18442;17
5814207;5934915;270;18870;80;51;19313;61;46;18636;73;51;18762;32;19080;28;19080;18
5814208;5934915;272;19033;79;50;18996;63;48;18798;73;53;18925;33;19217;29;19217;18
5814209;5934915;278;19426;80;51;19541;87;74;20209;84;71;20209;35;20369;31;20369;20
5814210;5934915;277;19363;80;51;19541;87;73;20146;84;70;20146;35;20361;31;20361;20
5814211;5934915;280;19579;85;54;20156;87;76;20363;84;73;20363;41;22590;36;20813;22
5814212;5934915;281;19636;82;52;19781;85;67;22014;111;70;22014;40;22061;35;20285;22
5814213;5934915;276;19290;82;52;19781;85;67;22042;111;70;22042;40;21981;35;20204;22
5814214;5934915;271;18938;80;51;19089;79;64;21320;105;78;21434;39;21230;34;19454;21
5814215;5934915;269;18800;80;51;18987;79;62;21182;103;76;21296;39;21269;34;19493;21
5814216;5934915;265;18540;81;51;19275;82;66;20966;101;81;21081;40;20947;35;19170;22
5814217;5934915;265;18561;82;52;19174;82;66;20988;101;81;21103;39;20902;34;19126;21
5814218;5934915;266;18628;82;52;19174;82;67;21055;105;82;21170;39;21538;34;19762;21
5814219;5934915;270;18888;79;50;18584;98;88;21356;105;90;20523;39;21142;35;19366;22
5814220;5934915;267;18704;79;50;18584;97;86;21172;103;87;20339;39;21222;35;19446;22
5814221;5934915;286;20054;85;54;20066;125;109;22390;122;106;21689;39;22301;35;20525;22
5814222;5934915;287;20073;85;54;20066;125;110;22409;122;107;21708;41;22491;36;20714;23
5814223;5934915;283;19792;94;59;19862;118;101;21386;113;94;21386;41;22014;36;20237;23
5814224;5934915;282;19746;94;59;19862;118;101;21340;112;94;21340;41;22103;37;20326;24
5814225;5934915;314;21960;93;59;19880;147;135;25134;139;118;29687;42;23634;37;23634;24
5814226;5934915;310;21725;102;65;21414;145;132;24900;137;115;29453;42;23459;37;23459;24
5814227;5934915;306;21411;102;65;21414;139;127;24586;133;111;29138;41;23325;37;23325;25
5814253;5934915;283;19833;83;52;19604;68;60;21560;78;56;21614;32;21659;28;20878;18
5814254;5934915;286;20025;85;54;20193;87;75;24552;95;74;22977;32;21872;28;21092;18
5814255;5934915;285;19972;86;54;20554;85;75;24499;91;73;22923;33;22048;28;21267;18
5814256;5934915;304;21265;88;56;21078;77;66;22190;85;64;22190;35;22450;30;21670;19
5814257;5934915;310;21711;92;58;21678;84;72;22615;93;70;22615;35;22933;30;22153;19
5814258;5934915;306;21413;90;57;21412;80;68;22316;85;66;22316;34;22775;29;21994;19
5814259;5934915;309;21634;91;58;21544;81;71;22537;93;69;22537;34;23044;30;22264;19
5814260;5934915;326;22843;96;61;22073;96;86;26365;94;85;25017;36;25471;31;24690;20
5814261;5934915;323;22588;96;61;22073;96;82;26110;93;81;24762;37;24242;32;23461;21
5814262;5934915;321;22476;96;61;21955;90;74;25544;86;74;23362;36;24115;31;23335;20
5814263;5934915;319;22363;96;61;21840;89;73;25432;84;72;23250;36;24375;31;23594;21
5814264;5934915;313;21934;97;62;22029;80;67;25014;82;72;25014;37;24431;32;23651;21
5814265;5934915;310;21671;96;61;21848;77;63;24765;79;68;24765;37;24668;32;23888;21
